NORAD_CAT_ID,TLE_LINE1,TLE_LINE2
246,1   246U 61015CB  25153.86075139  .00000014  00000-0  76122-4 0  9997,2   246  66.8706  28.2457 0061504  35.9592 324.5600 13.86094969571776
253,1   253U 61015CE  25153.85887289  .00043287  00000-0  29716-2 0  9995,2   253  66.9130  28.6139 0015848 329.8711  30.1514 15.05649630322564
253,1 00253U 61015CE  25153.85887289  .00043287  00000-0  29716-2 0  9995,2 00253  66.9130  28.6139 0015848 329.8711  30.1514 15.05649630322283
254,1   254U 61015CF  25153.49587811  .00002463  00000-0  63221-3 0  9995,2   254  66.7730 224.7729 0062795   0.8962 359.2248 14.50793922318983
261,1   261U 61015CH  25153.78804517  .00000195  00000-0  17676-3 0  9993,2   261  66.6815 279.1730 0094282 237.4537 121.7413 14.00867854258948
262,1   262U 61015CJ  25153.86715409  .00006386  00000-0  14141-2 0  9995,2   262  66.4653  34.0378 0065318 347.6334  12.3168 14.56473713303727
264,1   264U 61015CL  25153.22181827  .00002856  00000-0  98704-3 0  9994,2   264  66.5234 166.4631 0032729 288.3520  71.4021 14.36906960279498
271,1   271U 62010A   25153.07072805 -.00000011  00000-0 -32488-2 0  9995,2   271  86.6722  11.0835 0328043 136.4349 226.2962  9.41307622170271
273,1 00273U 62010C   25153.91711894  .00000006  00000-0  55378-3 0  9994,2 00273  86.6688 352.5634 0322833 326.9464  31.1631  9.43816443175504
274,1   274U 62010D   25153.08448110 -.00000030  00000-0 -67219-2 0  9996,2   274  86.6679  28.5692 0351078 273.7863  82.2972  9.39385965165491
299,1   299U 61015CQ  25153.43860660  .00000260  00000-0  33483-3 0  9994,2   299  67.1668 194.6944 0196829 221.4518 137.1481 13.68824917177639
309,1   309U 62025A   25153.74981975  .00000553  00000-0  12361-3 0  9992,2   309  58.0875 173.9220 0190271 102.6608 259.5767 14.60021687326405
318,1   318U 61015CU  25153.74524538  .00421981  00000-0  25844-2 0  9999,2   318  66.5189 184.0884 0025651 290.2457  69.5955 15.75483833378419
318,1   318U 61015CU  25153.55478903  .00493388  00000-0  30138-2 0  9994,2   318  66.5190 184.7176 0025602 290.3606  69.4814 15.75361808378381
318,1   318U 61015CU  25153.17382370  .00394413  00000-0  24747-2 0  9992,2   318  66.5189 185.9752 0025658 290.7743  69.0677 15.75001145378321
325,1   325U 61015DB  25153.04449432  .00000872  00000-0  42040-3 0  9999,2   325  66.9151 357.6837 0062673 314.8452  44.7561 14.22307493279482
325,1 00325U 61015DB  25153.95863563  .00000971  00000-0  46398-3 0  9994,2 00325  66.9150 355.3430 0062705 314.1905  45.4047 14.22309754279217
327,1   327U 61015DD  25153.72604875  .00000136  00000-0  16362-3 0  9991,2   327  66.5429 244.1991 0110450  14.8621 345.5657 13.90674071234461
329,1   329U 61015DF  25153.73576569  .00000139  00000-0  24398-3 0  9993,2   329  66.7786 183.7677 0121794 249.2769 218.8793 13.65988837178651
330,1   330U 61015DG  25153.20159748  .00000868  00000-0  57118-3 0  9998,2   330  66.9777 169.0639 0044975  35.2499 325.1549 14.06014878243776
333,1   333U 61015DK  25153.36503192  .00008949  00000-0  12207-2 0  9991,2   333  66.7016 144.6957 0043923 233.9681 125.7369 14.78391476333110
334,1   334U 61015DL  25153.84149873  .00000016  00000-0  70719-4 0  9998,2   334  66.9254  26.9518 0077827  11.8188 348.4695 13.91667254243713
335,1   335U 61015DM  25153.03293882  .00001405  00000-0  66946-3 0  9999,2   335  66.8411  26.2077 0030265  90.7297 269.7266 14.21985644273647
336,1   336U 61015DN  25153.89079663  .00000096  00000-0  18930-3 0  9998,2   336  67.0312 358.5225 0073752  43.8922  60.0446 13.69085233187821
351,1   351U 61015DR  25153.19877804  .00012428  00000-0  17329-2 0  9993,2   351  66.7434  84.1362 0033091 262.9882  96.7477 14.77568562321836
357,1   357U 61015DX  25153.34480255  .00001190  00000-0  73764-3 0  9996,2   357  66.8070 121.8906 0002926 140.5828 219.5473 14.08607834242750
369,1   369U 62039A   25153.09736394  .00001661  00000-0  16639-3 0  9997,2   369  98.5002 204.1240 0080072 284.4847  74.7495 14.90678826359397
397,1   397U 62047A   25153.09541235  .00001869  00000-0  19235-3 0  9990,2   397  58.3042 290.8153 0010706  41.6298 318.5562 14.94571674376807
402,1   402U 61015EB  25153.25971349  .00010989  00000-0  20447-2 0  9991,2   402  66.6537 211.8539 0035528 251.1547 108.5714 14.64976604285848
403,1   403U 61015EC  25153.19353416  .00000036  00000-0  10415-3 0  9991,2   403  66.8397 117.5279 0014408  77.3595  30.1581 13.81154576219194
407,1   407U 61015EG  25153.19632175  .00127560  00000-0  57702-2 0  9998,2   407  66.2958 117.4205 0017374 215.8331 243.3663 15.20068602276141
407,1   407U 61015EG  25153.33773029  .00131999  00000-0  59594-2 0  9990,2   407  66.2959 116.9874 0017331 215.7770 297.1542 15.20114050276161
409,1   409U 61015EJ  25153.00023309  .00001293  00000-0  54617-3 0  9990,2   409  66.7134 261.0431 0055871  90.5908 270.1592 14.27914195287530
417,1 00417U 61015ES  25153.86894686  .00000812  00000-0  40942-3 0  9999,2 00417  66.7445 105.8720 0068266   9.1126 351.1188 14.20134603283628
424,1   424U 62049A   25153.08291864  .00000129  00000-0  13738-3 0  9992,2   424  80.4669 272.4928 0023815 137.2391 223.0613 13.69512250129276
426,1   426U 62049B   25153.85201131  .00000081  00000-0  83060-4 0  9990,2   426  80.4703 282.7692 0018631 125.8505 352.1986 13.68713716128836
461,1   461U 61015EX  25153.87949981  .00024083  00000-0  23689-2 0  9992,2   461  67.4984  81.4862 0030241 323.3625  36.5442 14.91727355329466
463,1   463U 61015EZ  25153.83677475  .00004293  00000-0  10108-2 0  9999,2   463  66.7691   0.8644 0046257 197.6144 162.3365 14.54613822314446
463,1 00463U 61015EZ  25153.90553167  .00004282  00000-0  10084-2 0  9999,2 00463  66.7691   0.6777 0046253 197.5590 162.3924 14.54614438313917
475,1   475U 61015FM  25153.11121441  .00002411  00000-0  10243-2 0  9990,2   475  66.2221 299.3125 0146849 335.6557  23.7642 14.21374328234136
478,1   478U 61015FQ  25153.16665655  .00014698  00000-0  17245-2 0  9997,2   478  66.0612 208.7889 0034246 212.1735 147.7296 14.84699706328074
480,1   480U 61015FS  25153.85991098  .00002476  00000-0  77683-3 0  9993,2   480  66.2391  11.1630 0076770  15.7940 344.5528 14.40616060300558
506,1   506U 62070A   25153.49479067  .00000051  00000-0  12776-3 0  9990,2   506  52.0035  65.1749 0276551   1.3287 358.8313 13.85689929156550
516,1   516U 61015FT  25153.33652750  .00000027  00000-0  83097-4 0  9992,2   516  65.9961  27.8869 0084851 339.3704  20.3950 13.92541998236006
538,1   538U 61015FX  25153.29603360  .00007363  00000-0  15106-2 0  9998,2   538  67.8054 242.9035 0010038 288.2418  71.7612 14.61095510308724
544,1 00544U 61015GD  25153.90317381  .00000436  00000-0  64888-3 0  9994,2 00544  66.8751  10.7734 0182853 160.8305 216.3806 13.55958565150183
548,1   548U 61015GH  25153.11652744  .00003012  00000-0  44556-3 0  9999,2   548  66.6711 296.4509 0095163  45.2919 315.5900 14.73702651368607
573,1 00573U 63013A   25153.91969402 -.00000064  00000-0  25152-3 0  9993,2 00573  42.7767  24.8269 4013989  49.2546 346.2508  6.39271399561891
589,1 00589U 63014D   25153.16104161 -.00000037  00000-0 -18707-1 0  9998,2 00589  87.3322 226.5669 0092422  11.3536 348.9378  8.65625643960937
602,1 00602U 63014E   25153.17802249  .00000023  00000-0  91405-2 0  9997,2 00602  87.3453 225.6791 0030645  62.4685 297.9280  8.67235939964896
628,1   628U 63014F   25153.20898012  .00000003  00000-0  00000+0 0  9998,2   628  87.3228 239.2177 0020428 126.7116 233.5617  8.63371555956447
643,1   643U 61015GU  25153.40181220  .00002440  00000-0  35442-2 0  9990,2   643  66.3697 198.5867 0339282 251.9621 104.4190 13.35738668 59642
644,1 00644U 61015GV  25153.90532389  .00000678  00000-0  92571-3 0  9990,2 00644  67.0982  86.2881 0139813  23.4765  36.5934 13.60757618146121
644,1   644U 61015GV  25153.18173306  .00000639  00000-0  87776-3 0  9998,2   644  67.0981  87.9471 0139764  23.9884  91.9264 13.60756128146468
652,1 00652U 61015HD  25153.85494257  .00001722  00000-0  86808-3 0  9991,2 00652  66.7069 359.1181 0080549 269.3282  89.8579 14.17056066240081
653,1   653U 61015HE  25153.88438434  .00000793  00000-0  89653-3 0  9998,2   653  67.4509 319.7291 0163723 280.5120 201.5806 13.69720439166312
655,1   655U 61015HG  25153.83343789  .00001287  00000-0  28111-2 0  9993,2   655  67.2572 312.6587 0367944 221.3857 260.3460 13.09213112 37723
658,1 00658U 61015HK  25153.83784006  .00001990  00000-0  25929-2 0  9992,2 00658  65.8655 299.3148 0349137  31.1550 330.9688 13.41278493  8719
659,1 00659U 61015HL  25153.65202186  .00000303  00000-0  95917-3 0  9999,2 00659  67.1596 118.5543 0582371 165.3719   6.1616 12.66569727942951
659,1   659U 61015HL  25153.14643887  .00000280  00000-0  89861-3 0  9995,2   659  67.1595 119.5385 0582401 165.6873 220.8793 12.66569332942888
660,1   660U 61015HM  25153.17838130  .00018988  00000-0  17219-2 0  9998,2   660  66.5013 218.2970 0012320 113.0909 278.9143 14.95326297328730
669,1   669U 63038A   25153.77587178  .00000045  00000-0  58401-4 0  9998,2   669  89.9850 334.8949 0027947 123.4549 248.7222 13.46105561 29122
671,1   671U 63038C   25153.78979312  .00000101  00000-0  15489-3 0  9998,2   671  89.9759 334.0822 0040128   0.5965 359.5224 13.45159431 24614
694,1   694U 63047A   25153.45259284  .00004142  00000-0  50272-3 0  9994,2   694  30.3539 320.0126 0552976 133.3081 231.5002 14.10684075 91628
703,1   703U 63049A   25153.86546664  .00000056  00000-0  74042-4 0  9995,2   703  89.9228  73.2338 0014100 289.3732 139.9287 13.49971545 28531
704,1   704U 63049B   25153.83101667  .00000079  00000-0  11415-3 0  9992,2   704  89.9202  73.5404 0033403 312.7164 110.2669 13.47077967 20797
716,1   716U 63054A   25153.99728690  .00000685  00000-0  13617-3 0  9998,2   716  58.4953   0.4750 0027440 121.5883 238.7840 14.72552164280932
720,1   720U 63054C   25153.90488199  .00000584  00000-0  18134-3 0  9998,2   720  58.4732  45.7665 0102193 303.3700  55.7580 14.50055792226441
720,1 00720U 63054C   25153.90488199  .00000584  00000-0  18134-3 0  9998,2 00720  58.4732  45.7665 0102193 303.3700  55.7580 14.50055792226463
727,1   727U 64001A   25153.08735877  .00000028  00000-0  60015-4 0  9994,2   727  69.9073  26.3547 0013721 187.0511 173.0403 13.95728262124589
728,1   728U 64001B   25153.82187873  .00000112  00000-0  11731-3 0  9998,2   728  69.9079 300.5207 0011295 121.3859 238.8353 13.97674211127130
729,1   729U 64001C   25153.85396484  .00000017  00000-0  52015-4 0  9997,2   729  69.9020  26.5290 0015315 212.7115 147.3042 13.95173228124351
730,1   730U 64001D   25153.99191483  .00000036  00000-0  65632-4 0  9996,2   730  69.9071  11.2133 0013208 170.7819 298.7671 13.95985630  8313
731,1   731U 64001E   25153.89128886  .00000034  00000-0  63358-4 0  9994,2   731  69.9068   1.9588 0013078 166.1012 194.0456 13.96234047125116
732,1   732U 63053H   25153.94636865  .00005108  00000-0  15700-2 0  9991,2   732  78.5581 341.7227 0433494 304.8491  51.2608 13.98874296941069
733,1   733U 64002A   25153.50067574  .00000346  00000-0  14104-3 0  9991,2   733  99.1130 146.7125 0032967 356.1126   3.9796 14.33816184198589
734,1   734U 64002B   25153.20810004  .00000141  00000-0  73622-4 0  9997,2   734  98.9721  67.0416 0013894 206.2908 153.7570 14.29553365194564
745,1   745U 63038E   25153.47847686  .00000269  00000-0  37476-3 0  9999,2   745  89.9942 336.4660 0016397 326.7281  51.4175 13.55420412 40118
746,1   746U 64006A   25153.21072466  .00003424  00000-0  86630-3 0  9996,2   746  60.8732 342.9773 3008737 129.6205 261.1485  9.09490757 32656
801,1   801U 64026A   25153.77204762  .00000556  00000-0  27092-3 0  9997,2   801  90.4522 168.4469 0048186 167.2590 192.9829 14.16662666132839
805,1   805U 64026B   25153.22043080  .00001985  00000-0  69685-3 0  9996,2   805  89.8642 335.0334 0030644  18.4086 341.8213 14.34489578135629
805,1 00805U 64026B   25153.22043080  .00001985  00000-0  69685-3 0  9996,2 00805  89.8642 335.0334 0030644  18.4086 341.8213 14.34489578135539
809,1   809U 64026D   25153.77852287  .00000390  00000-0  21211-3 0  9999,2   809  90.4494 158.7875 0039233 193.9632 166.0471 14.10560315125079
813,1   813U 64031B   25153.56843940  .00000130  00000-0  80374-4 0  9991,2   813  99.7838 258.3048 0005739 151.8059 208.3428 14.23595436161390
815,1   815U 64031C   25153.18542642  .00000186  00000-0  96503-4 0  9998,2   815  99.8117  51.8505 0010868 292.2872  67.7152 14.28298748167173
831,1   831U 64038C   25153.13323333  .00017958  00000-0  17109-2 0  9990,2   831  60.6717  81.4176 1304997 188.3527 169.3640 12.67227408317475
831,1   831U 64038C   25153.52773637  .00019360  00000-0  18433-2 0  9999,2   831  60.6719  80.4198 1304899 188.5535 169.1062 12.67244332317529
862,1   862U 64047B   25153.78499139 -.00000406  00000-0  00000+0 0  9993,2   862  16.4104  78.7809 7131916 186.8777 151.5062  2.05103319250668
862,1 00862U 64047B   25153.78499139 -.00000406  00000-0  00000-0 0  9994,2 00862  16.4104  78.7809 7131916 186.8777 151.5062  2.05103319250376
870,1   870U 64051A   25153.87712606  .00000167  00000-0  12070-3 0  9991,2   870  79.8976 331.4989 0096981 200.2718 159.4578 13.91688160 81149
871,1   871U 64051B   25153.42383848  .00000278  00000-0  17556-3 0  9992,2   871  79.8920 127.3732 0087617  78.6071 282.4916 14.00464148 92168
877,1   877U 64053B   25153.21810981  .00000415  00000-0  10691-3 0  9996,2   877  65.0779  73.2701 0053059  35.7569 324.7065 14.61078312225813
899,1   899U 64064A   25153.50416991  .00000205  00000-0  17063-3 0  9994,2   899  79.6892 182.4511 0121194 102.2554 259.2198 13.82898214 52894
900,1   900U 64063C   25153.52274192  .00000833  00000-0  84636-3 0  9990,2   900  90.2171  63.0601 0026745   7.1466  46.8459 13.76067395 19198
903,1   903U 64063F   25153.75397796  .00000997  00000-0  94918-3 0  9999,2   903  90.2194  62.2398 0021515 175.5007 238.7676 13.80061762 22500
932,1   932U 64076B   25153.53751300  .00000673  00000-0  23141-3 0  9997,2   932  81.3394 310.5622 1120499  49.1766 320.1173 12.66745561770679
933,1   933U 64076C   25153.78512734  .00000885  00000-0  29114-3 0  9992,2   933  81.3359  89.4256 1053403 156.7815 208.4742 12.81596771787522
956,1   956U 64083B   25153.04003194  .00000316  00000-0  36369-3 0  9998,2   956  89.9323 171.5594 0025942  74.5356 342.3528 13.67317476  4680
1208,1  1208U 65016E   25153.77590273  .00000082  00000-0  97782-4 0  9992,2  1208  70.0798 272.1594 0021980 229.1784 243.8055 13.95999682 66681
1244,1  1244U 65016B   25153.77267356  .00000086  00000-0  10053-3 0  9994,2  1244  70.0794 274.5040 0022824 231.9313 127.9734 13.96075803 65569
1271,1  1271U 65016A   25153.69024678  .00000071  00000-0  88873-4 0  9993,2  1271  70.0798 247.1313 0022118 214.7311 251.5017 13.96573082 66397
1272,1  1272U 65016H   25153.55512025  .00000014  00000-0  49345-4 0  9995,2  1272  70.0799 336.1054 0024730 261.4093  98.4210 13.94482378 63933
1291,1  1291U 65016D   25153.85734476  .00000031  00000-0  62067-4 0  9990,2  1291  70.0793 322.6881 0023502 260.1878  99.6574 13.94912649 64294
1292,1  1292U 65016C   25153.81930113  .00000197  00000-0  16547-3 0  9997,2  1292  70.0782  47.1309 0017288  93.0705 267.2383 14.01426681 71916
1293,1  1293U 65016F   25153.66733649  .00000486  00000-0  31629-3 0  9995,2  1293  70.0718 144.4111 0019559 293.3832  66.5223 14.08121265 79241
1313,1  1313U 65004D   25153.24983033  .00000329  00000-0  50393-3 0  9998,2  1313  96.4284 278.8956 1174186  51.6463 318.4370 12.00776231641209
1335,1  1335U 65020E   25153.12683463  .00001560  00000-0  49126-3 0  9991,2  1335  56.0743 196.9105 0529745 210.6403 146.2622 13.85965625957686
1389,1  1389U 65027D   25153.73703289  .00000932  00000-0  24935-2 0  9995,2  1389  89.8458 224.7881 0030796 104.7779  12.0479 13.14181650861229
1399,1  1399U 65027E   25153.84734599  .00000706  00000-0  23325-2 0  9997,2  1399  90.2591  15.8179 0007527 201.5329 158.5477 12.99727471513649
1477,1 01477U 65020BB  25153.73025474  .00001566  00000-0  25593-2 0  9994,2 01477  55.4905 314.2483 0582703  72.0748 294.2805 12.98984512828891
1478,1  1478U 65020BC  25153.21776366  .00002469  00000-0  12166-2 0  9996,2  1478  56.0770 152.7144 0596611 333.6311  23.5378 13.53896115892389
1479,1 01479U 65020BD  25153.57619826  .00000404  00000-0  10092-2 0  9996,2 01479  56.0362 274.4848 0739228 259.6812  92.0023 12.59787572748521
1480,1  1480U 65020BE  25153.14707975  .00000223  00000-0  43758-3 0  9999,2  1480  56.0753 324.2940 0834407 270.7916  79.7586 12.64263689762490
1506,1  1506U 65063A   25153.22304506  .00000026  00000-0  39700-3 0  9990,2  1506  69.2323 102.7283 0783114 104.9870   0.9650 11.78678138573853
1510,1  1510U 65065C   25153.21253182  .00003757  00000-0  21878-2 0  9999,2  1510  90.0566  22.4193 0036563 321.3841  38.4728 14.08086016980105
1511,1  1511U 65065D   25153.72584984  .00000062  00000-0  10485-3 0  9992,2  1511  89.9774 211.8590 0068400 192.0579 282.5162 13.34163938910479
1514,1  1514U 65065F   25153.79784006  .00000134  00000-0  24248-3 0  9991,2  1514  89.9730 228.4738 0071735 148.2031 334.6311 13.35297899911160
1515,1  1515U 65065G   25153.40958390  .00000505  00000-0  76632-3 0  9995,2  1515  90.0000 213.7760 0055906 337.0477  39.1703 13.50603562929504
1549,1  1549U 65020CV  25153.45645098 -.00000389  00000-0 -38552-3 0  9997,2  1549  56.1684 267.4926 0842138 298.6475  53.2265 12.64242316767356
1576,1 01576U 58002C   25153.44367899  .00003241  00000-0  28044-2 0  9990,2 01576  34.2263  57.4961 1399006 151.2949 217.2454 11.81752287757154
1576,1  1576U 58002C   25153.10573153  .00003228  00000-0  27940-2 0  9994,2  1576  34.2262  58.7306 1398980 149.4918 219.5137 11.81750190773674
1580,1  1580U 65072A   25153.93693251  .00000505  00000-0  16237-3 0  9990,2  1580  98.3753 318.7304 0231150  86.5558 276.2033 14.29296651 99372
1583,1  1583U 65072D   25153.16977610  .00002210  00000-0  37757-3 0  9997,2  1583  98.4404  14.4435 0143126 340.3544  19.2176 14.63491929132043
1586,1  1586U 65073C   25153.81487722 -.00000080  00000-0  97795-4 0  9996,2  1586  56.0613 314.3253 0188611  23.3597  91.5035 12.43339727711810
1608,1  1608U 64083H   25153.04215785  .00001025  00000-0  88961-3 0  9997,2  1608  89.7591  76.1171 0015703 189.0387 185.9957 13.85443434 22794
1613,1  1613U 65078A   25153.45054628  .00005756  00000-0  55627-3 0  9998,2  1613 144.2270 141.3852 1145793 153.8896 212.4278 12.97170053665308
1616,1  1616U 65078B   25153.19601196  .00013698  00000-0  12220-2 0  9995,2  1616 144.2343 290.0164 0990897 177.2783 183.3670 13.32102050699892
1618,1  1618U 65073K   25153.09536440  .00000215  00000-0  23762-2 0  9994,2  1618  56.1774  55.0271 0226564 133.8673   8.5618 12.30306968676751
1618,1 01618U 65073K   25153.89317132  .00000219  00000-0  24132-2 0  9993,2 01618  56.1774  52.9570 0226563 134.8772 302.1421 12.30307510676433
1641,1  1641U 65082C   25153.60727033  .00000380  00000-0  80128-4 0  9991,2  1641  32.2966 276.5035 0018356  77.2390 283.0306 14.54560324162118
1682,1  1682U 65082AV  25153.21467982  .00002611  00000-0  38933-3 0  9992,2  1682  32.4109 118.9564 0049217 281.2017  78.3106 14.72656280155519
1726,1  1726U 65089A   25153.75118043 -.00000073  00000-0  75859-5 0  9999,2  1726  59.3790 162.0545 0714088 333.3367 201.5045 11.97073309604614
1729,1  1729U 65089B   25153.75963432 -.00000020  00000-0  32897-3 0  9997,2  1729  59.3913 146.6361 0709421 302.9785 234.8022 11.97564784605403
1739,1  1739U 65093B   25153.83359152  .00000671  00000-0  18818-3 0  9998,2  1739  59.7038  93.3280 0070948 264.8722  94.4221 14.54611278135895
1805,1  1805U 65096B   25153.38749281  .00001356  00000-0  28643-3 0  9999,2  1805  34.2435 149.7925 0588882 113.4680 252.8981 13.86423642951522
1806,1  1806U 65098B   25153.51280150  .00001245  00000-0  42703-3 0  9992,2  1806  79.7791 302.8553 1425716 158.4945 208.2775 12.07888973602478
1814,1  1814U 65101A   25153.84484631  .00001270  00000-0  21066-3 0  9999,2  1814  75.8658 285.2079 0005127 325.8121  34.2729 14.70791749 21341
1815,1  1815U 65101B   25153.15743736  .00004019  00000-0  42600-3 0  9999,2  1815  75.8425 305.5224 0005970  47.0929 313.0762 14.89280578 32752
