NORAD_CAT_ID,TLE_LINE1,TLE_LINE2
31495,1 31495U 99025BWJ 25153.85910017  .00003826  00000-0  15576-2 0  9999,2 31495  99.1383  18.2175 0028444  18.0156 342.2025 14.27891046606376
31498,1 31498U 99025BWM 25153.90840039  .00002255  00000-0  19753-2 0  9990,2 31498  98.4672 146.1278 0220374 306.2011  51.8942 13.76072771901430
31505,1 31505U 99025BWU 25153.50456308  .00482129  00000-0  15853-1 0  9995,2 31505 101.8827  77.3919 0013465 133.1344 227.1008 15.29342384942047
31505,1 31505U 99025BWU 25153.04654043  .00416359  00000-0  13967-1 0  9996,2 31505 101.8813  76.6606 0013229 132.6028 227.6313 15.28976875941970
31507,1 31507U 99025BWW 25153.35511785  .00001931  00000-0  45577-3 0  9997,2 31507  98.2114 190.1002 0117060 313.5167 110.4394 14.51267311952152
31509,1 31509U 99025BWY 25153.06221149  .00002132  00000-0  13862-2 0  9994,2 31509  99.0142 276.7200 0204583  28.3252 332.8855 13.93855594913552
31510,1 31510U 99025BWZ 25153.76625608  .00001207  00000-0  53945-3 0  9990,2 31510  98.5476 158.1137 0038075 170.1783  10.8223 14.24053818937402
31510,1 31510U 99025BWZ 25153.76625608  .00001207  00000-0  53945-3 0  9990,2 31510  98.5476 158.1137 0038075 170.1783  10.8223 14.24053818937402
31511,1 31511U 99025BXA 25153.67295617  .00002939  00000-0  11484-2 0  9998,2 31511  99.0587 315.1952 0110891  64.8824 296.3812 14.27041447932266
31511,1 31511U 99025BXA 25153.67295617  .00002939  00000-0  11484-2 0  9998,2 31511  99.0587 315.1952 0110891  64.8824 296.3812 14.27041447930466
31522,1 31522U 99025BXM 25153.80800403  .00000786  00000-0  52310-3 0  9992,2 31522  98.7174 179.9319 0043759  24.7333 335.5920 14.03621665922891
31527,1 31527U 99025BXS 25153.29130053  .00000329  00000-0  49897-3 0  9996,2 31527  98.8897 346.7555 0451130  52.6002 311.5309 13.23227772876787
31527,1 31527U 99025BXS 25153.29130053  .00000329  00000-0  49897-3 0  9996,2 31527  98.8897 346.7555 0451130  52.6002 311.5309 13.23227772876316
31533,1 31533U 99025BXY 25153.91613243  .00000879  00000-0  37031-3 0  9996,2 31533  98.9818  41.0911 0065244 185.7046 174.3398 14.27240909943771
31537,1 31537U 99025BYC 25153.18292258  .00026544  00000-0  69847-2 0  9994,2 31537  99.2896 297.0381 0369262 151.5611 210.6268 14.15421172907494
31540,1 31540U 99025BYF 25153.62566917  .00008345  00000-0  12867-2 0  9992,2 31540  99.0394 294.0833 0185123 172.3646 188.0442 14.62759493954721
31540,1 31540U 99025BYF 25153.62566917  .00008345  00000-0  12867-2 0  9992,2 31540  99.0394 294.0833 0185123 172.3646 188.0442 14.62759493954765
31541,1 31541U 99025BYG 25153.79364876  .00010211  00000-0  17783-2 0  9998,2 31541  98.9613 278.0783 0084403 116.0936 244.8982 14.65934412955940
31550,1 31550U 99025BYR 25153.27065829  .00003099  00000-0  81521-3 0  9995,2 31550  98.3065 158.4505 0195549 134.8516 226.8747 14.38973769945456
31550,1 31550U 99025BYR 25153.27065829  .00003099  00000-0  81521-3 0  9995,2 31550  98.3065 158.4505 0195549 134.8516 226.8747 14.38973769626711
31552,1 31552U 99025BYT 25153.77476359  .00015650  00000-0  46619-2 0  9990,2 31552  98.6194 273.4832 0095416 237.7882 121.4028 14.40532779931694
31552,1 31552U 99025BYT 25153.77476359  .00015650  00000-0  46619-2 0  9990,2 31552  98.6194 273.4832 0095416 237.7882 121.4028 14.40532779930941
31553,1 31553U 99025BYU 25153.09367288  .00004777  00000-0  19228-2 0  9990,2 31553  99.0110 201.4191 0027607 298.9627  90.0659 14.28340333932657
31555,1 31555U 99025BYW 25153.10987156  .00010460  00000-0  27731-2 0  9990,2 31555  99.0879  94.4708 0164450  49.0771 312.4523 14.41134531938741
31555,1 31555U 99025BYW 25153.10987156  .00010460  00000-0  27731-2 0  9990,2 31555  99.0879  94.4708 0164450  49.0771 312.4523 14.41134531937728
31558,1 31558U 99025BYZ 25153.17346800  .00001058  00000-0  28013-3 0  9993,2 31558  98.8116  43.6224 0214097 115.6913  34.5974 14.38227703948175
31558,1 31558U 99025BYZ 25153.45695642  .00001053  00000-0  27901-3 0  9995,2 31558  98.8116  43.9134 0214108 114.8552  62.3898 14.38228289946566
31561,1 31561U 99025BZC 25153.47732604  .00000869  00000-0  58397-3 0  9998,2 31561  98.7078 157.8592 0056597   5.8090 148.0265 14.02466729924695
31563,1 31563U 99025BZE 25153.12185017  .00002749  00000-0  49257-3 0  9996,2 31563  98.9300 290.0786 0116121 314.2718  44.8998 14.63455155958406
31563,1 31563U 99025BZE 25153.32696205  .00002756  00000-0  49380-3 0  9999,2 31563  98.9299 290.3006 0116087 313.6392  45.5225 14.63456370957144
31567,1 31567U 99025BZJ 25153.65489558  .00004938  00000-0  34530-2 0  9994,2 31567 102.3244 317.5812 0188226  52.3252 309.4802 13.91002172913198
31567,1 31567U 99025BZJ 25153.65489558  .00004938  00000-0  34530-2 0  9994,2 31567 102.3244 317.5812 0188226  52.3252 309.4802 13.91002172647237
31569,1 31569U 99025BZL 25153.98976084  .00005479  00000-0  36799-2 0  9997,2 31569 102.6142 241.4105 0180721 105.7047  66.7362 13.93741200910888
31571,1 31571U 07020A   25153.04342375 -.00000071  00000-0  18205-3 0  9998,2 31571  51.9899 272.3610 0009597 273.5336 257.5819 12.62008554831800
31573,1 31573U 07020C   25153.21976449 -.00000040  00000-0  46298-3 0  9993,2 31573  51.9947 247.6845 0001543 166.0131 209.4491 12.31003130832223
31574,1 31574U 07020D   25153.09997574 -.00000069  00000-0  20754-3 0  9992,2 31574  51.9957  32.1344 0000790 341.4569 171.5243 11.91649376830004
31577,1 31577U 07021A   25153.80765311 -.00000021  00000-0  00000+0 0  9993,2 31577   8.7447  51.0613 0015675  93.9211  85.2545  0.98334594 65230
31577,1 31577U 07021A   25153.80765311 -.00000021  00000-0  00000-0 0  9994,2 31577   8.7447  51.0613 0015675  93.9211  85.2545  0.98334594 37701
31598,1 31598U 07023A   25153.84044434  .00000934  00000-0  10100-3 0  9996,2 31598  97.8875 338.2886 0000338 165.8997 194.2231 14.90686423973159
31598,1 31598U 07023A   25153.50482174  .00000946  00000-0  10219-3 0  9990,2 31598  97.8875 337.9534 0000308 165.5949 194.5278 14.90685939973106
31598,1 31598U 07023A   25153.16919932  .00000902  00000-0  97704-4 0  9996,2 31598  97.8875 337.6183 0000281 164.2917 195.8309 14.90684854973052
31609,1 31609U 99025BZP 25153.00209094  .00006001  00000-0  30282-2 0  9998,2 31609  99.2263 175.0741 0099443 144.5600 246.2716 14.14099475920481
31609,1 31609U 99025BZP 25153.00209094  .00006001  00000-0  30282-2 0  9998,2 31609  99.2263 175.0741 0099443 144.5600 246.2716 14.14099475633459
31614,1 31614U 99025BZU 25153.19736644  .00037710  00000-0  54113-2 0  9990,2 31614  98.9857  35.1260 0022465 241.3126 250.1047 14.76183037937073
31614,1 31614U 99025BZU 25153.65739161  .00046312  00000-0  66274-2 0  9997,2 31614  98.9856  35.6373 0022495 239.7297 174.9904 14.76233677937133
31615,1 31615U 99025BZV 25153.07611995  .00019101  00000-0  61229-2 0  9999,2 31615  99.1348 193.9376 0180677 159.4517 201.4053 14.30606660923686
31619,1 31619U 99025BZZ 25153.68950041  .00052867  00000-0  80324-2 0  9991,2 31619  99.0820 322.7817 0127544 175.2187 185.0266 14.68397002928719
31619,1 31619U 99025BZZ 25153.68950041  .00052867  00000-0  80324-2 0  9991,2 31619  99.0820 322.7817 0127544 175.2187 185.0266 14.68397002606420
31619,1 31619U 99025BZZ 25153.21249706  .00040695  00000-0  62024-2 0  9992,2 31619  99.0824 322.2525 0127655 176.6387 183.5702 14.68339008928646
31622,1 31622U 99025CAC 25153.78537299  .00008089  00000-0  28647-2 0  9999,2 31622  98.8164 244.2686 0018562 185.6759 302.3225 14.34706455930498
31622,1 31622U 99025CAC 25153.78537299  .00008089  00000-0  28647-2 0  9999,2 31622  98.8164 244.2686 0018562 185.6759 302.3225 14.34706455930038
31625,1 31625U 99025CAF 25153.96595655  .00000879  00000-0  18834-3 0  9999,2 31625  98.8164 229.4857 0149134 241.5363 299.3340 14.54946525955956
31625,1 31625U 99025CAF 25153.96595655  .00000879  00000-0  18834-3 0  9999,2 31625  98.8164 229.4857 0149134 241.5363 299.3340 14.54946525955899
31631,1 31631U 99025CAM 25153.52048554  .00037243  00000-0  78738-2 0  9992,2 31631  99.3562  38.9720 0078805 195.8887 163.9834 14.57215596922836
31633,1 31633U 99025CAP 25153.27990696  .00001360  00000-0  84000-3 0  9990,2 31633  98.7226 174.6103 0066568 359.4771   0.6317 14.05897090924882
31639,1 31639U 99025CAV 25153.68119008  .00000197  00000-0  19008-3 0  9994,2 31639  98.7154 112.9095 0160461 310.6077 230.2976 13.85071352910157
31644,1 31644U 99025CBA 25153.92227631  .00009960  00000-0  15334-2 0  9993,2 31644  98.6949  32.6742 0162767  62.8887 315.1034 14.65084552953416
31648,1 31648U 99025CBE 25153.00612544  .00006891  00000-0  36746-2 0  9997,2 31648 102.7931 253.6505 0045724 260.2734  99.3257 14.13301660919491
31648,1 31648U 99025CBE 25153.00612544  .00006891  00000-0  36746-2 0  9997,2 31648 102.7931 253.6505 0045724 260.2734  99.3257 14.13301660691599
31655,1 31655U 99025CBM 25153.13322475  .00003135  00000-0  30662-2 0  9999,2 31655  99.2906 107.7233 0295788 278.0319 101.1902 13.62228521897188
31655,1 31655U 99025CBM 25153.13322475  .00003135  00000-0  30662-2 0  9999,2 31655  99.2906 107.7233 0295788 278.0319 101.1902 13.62228521570827
31656,1 31656U 99025CBN 25153.73456197  .00009294  00000-0  27365-2 0  9993,2 31656  99.1806 126.9166 0020116 267.9316 216.3257 14.43770313936974
31661,1 31661U 99025CBT 25153.16985337  .00004908  00000-0  21192-2 0  9998,2 31661  98.8666 230.4799 0060128  67.1776 322.9346 14.23925048930400
31661,1 31661U 99025CBT 25153.16985337  .00004908  00000-0  21192-2 0  9998,2 31661  98.8666 230.4799 0060128  67.1776 322.9346 14.23925048929576
31663,1 31663U 99025CBV 25153.92732891  .00002726  00000-0  30417-3 0  9996,2 31663  98.8549  43.7472 0195161 123.0321 238.9803 14.75140207966045
31663,1 31663U 99025CBV 25153.92732891  .00002726  00000-0  30417-3 0  9996,2 31663  98.8549  43.7472 0195161 123.0321 238.9803 14.75140207964368
31666,1 31666U 99025CBY 25153.32047352  .00026003  00000-0  40070-2 0  9993,2 31666  98.6530 287.9921 0029959  42.8210 317.5321 14.73081617949084
31667,1 31667U 99025CBZ 25153.80399517  .00000613  00000-0  28816-3 0  9994,2 31667  99.1072 359.3492 0050016 280.1619  79.3919 14.23241814936902
31672,1 31672U 99025CCE 25153.21257766  .00010364  00000-0  25989-2 0  9995,2 31672  98.9584 328.8765 0113078 201.6388 158.0005 14.47744445941435
31672,1 31672U 99025CCE 25153.21257766  .00010364  00000-0  25989-2 0  9995,2 31672  98.9584 328.8765 0113078 201.6388 158.0005 14.47744445620686
31673,1 31673U 99025CCF 25153.94421498  .00000784  00000-0  28891-3 0  9992,2 31673  99.3774 332.9589 0124756 243.5124 115.3217 14.31599390944502
31685,1 31685U 99025CCT 25153.85916739  .00000210  00000-0  14419-3 0  9997,2 31685  98.7468 183.6577 0017573  56.6276 303.6574 14.09583491923724
31685,1 31685U 99025CCT 25153.36229051  .00000217  00000-0  14819-3 0  9998,2 31685  98.7469 183.1748 0017596  57.9485 302.3392 14.09583240928003
31686,1 31686U 99025CCU 25153.95379186  .00008501  00000-0  76180-3 0  9992,2 31686  98.1702 225.2445 0295574 341.9032  17.1823 14.68141822949877
31686,1 31686U 99025CCU 25153.47672788  .00008332  00000-0  74669-3 0  9995,2 31686  98.1696 224.7670 0295656 343.4265  15.7431 14.68131985950688
31688,1 31688U 99025CCW 25153.10982669 -.00000045  00000-0 -33287-6 0  9998,2 31688  98.9878 210.0378 0074215 320.1038  39.4687 14.02222062926335
31691,1 31691U 99025CCZ 25153.97350220  .00006263  00000-0  26846-2 0  9994,2 31691  98.8842 238.0969 0063547  79.8072 281.0265 14.24079538929979
31691,1 31691U 99025CCZ 25153.97350220  .00006263  00000-0  26846-2 0  9994,2 31691  98.8842 238.0969 0063547  79.8072 281.0265 14.24079538613665
31692,1 31692U 99025CDA 25153.74996087  .00007593  00000-0  37407-2 0  9999,2 31692  99.1677 144.2246 0087482 268.1087  91.0065 14.15834635926329
31692,1 31692U 99025CDA 25153.74996087  .00007593  00000-0  37407-2 0  9999,2 31692  99.1677 144.2246 0087482 268.1087  91.0065 14.15834635554764
31695,1 31695U 99025CDD 25153.47476660  .00015225  00000-0  19653-2 0  9996,2 31695  98.2741 234.7210 0189340 121.3515 240.6372 14.69231424955345
31698,1 31698U 07026A   25153.52699703  .00001569  00000-0  77895-4 0  9990,2 31698  97.4460 161.6625 0001956  85.8219 274.3239 15.19152149996248
31699,1 31699U 07026B   25153.86424824  .00001309  00000-0  19086-3 0  9997,2 31699  97.4298 164.9540 0337424  98.9429 314.7778 14.45128630944796
31702,1 31702U 07027B   25153.50822851  .00013649  00000-0  81794-3 0  9991,2 31702  63.3188 317.7468 0509038  37.8477 325.7262 14.42130612 55822
31715,1 31715U 99025CDN 25153.24006536  .00003440  00000-0  71460-3 0  9996,2 31715  99.2927 321.8038 0192109 335.8942  23.3346 14.49954192943014
31715,1 31715U 99025CDN 25153.24006536  .00003440  00000-0  71460-3 0  9996,2 31715  99.2927 321.8038 0192109 335.8942  23.3346 14.49954192589111
31721,1 31721U 99025CDU 25153.18504353  .00000726  00000-0  57844-3 0  9990,2 31721  99.7581 128.3940 0318339 323.8140  52.2822 13.73431571900230
31721,1 31721U 99025CDU 25153.18504353  .00000726  00000-0  57844-3 0  9990,2 31721  99.7581 128.3940 0318339 323.8140  52.2822 13.73431571647294
31734,1 31734U 99025CEH 25153.25682198  .00000818  00000-0  32427-3 0  9998,2 31734  98.4839 150.4859 0103402 215.4748 143.9528 14.28550020937440
31734,1 31734U 99025CEH 25153.25682198  .00000818  00000-0  32427-3 0  9998,2 31734  98.4839 150.4859 0103402 215.4748 143.9528 14.28550020936887
31742,1 31742U 99025CER 25153.31541149  .00002170  00000-0  69472-3 0  9997,2 31742  98.9448   5.0671 0077233 179.1986 180.9338 14.38956532938674
31743,1 31743U 99025CES 25153.26637190  .00005501  00000-0  21634-2 0  9992,2 31743  99.1371  71.6549 0043618  59.6663  91.4904 14.29150347931702
31744,1 31744U 99025CET 25153.02154283  .00011092  00000-0  35929-2 0  9998,2 31744  99.2981 255.6229 0325930 228.0541 129.2430 14.13024447919598
31746,1 31746U 99025CEV 25153.27229837  .00023134  00000-0  40390-2 0  9993,2 31746  98.5800 265.4386 0027522  95.8127 264.6214 14.67685250942236
31746,1 31746U 99025CEV 25153.27229837  .00023134  00000-0  40390-2 0  9993,2 31746  98.5800 265.4386 0027522  95.8127 264.6214 14.67685250941831
31753,1 31753U 99025CFC 25153.38577839  .00000738  00000-0  33416-3 0  9998,2 31753  98.6514 191.3441 0159536  11.5687   0.1704 14.18352624932781
31755,1 31755U 99025CFE 25153.26931111  .00000691  00000-0  36678-3 0  9995,2 31755  98.7710 150.3738 0188856 207.3332 168.0055 14.07997631935074
31755,1 31755U 99025CFE 25153.26931111  .00000691  00000-0  36678-3 0  9995,2 31755  98.7710 150.3738 0188856 207.3332 168.0055 14.07997631609498
31757,1 31757U 99025CFG 25153.32017191  .00000587  00000-0  30180-3 0  9993,2 31757  98.7814 180.6093 0216367 269.4544  88.1831 14.07686947931226
31757,1 31757U 99025CFG 25153.32017191  .00000587  00000-0  30180-3 0  9993,2 31757  98.7814 180.6093 0216367 269.4544  88.1831 14.07686947611603
31761,1 31761U 99025CFL 25153.10956276  .00009442  00000-0  22616-2 0  9993,2 31761  98.6600  26.1986 0484360  87.8066 277.8462 14.00596134904878
31763,1 31763U 99025CFN 25153.17573095  .00002748  00000-0  17135-2 0  9998,2 31763  98.5038 288.6611 0549959 210.5648 280.5866 13.49488667885242
31763,1 31763U 99025CFN 25153.17573095  .00002748  00000-0  17135-2 0  9998,2 31763  98.5038 288.6611 0549959 210.5648 280.5866 13.49488667883947
31767,1 31767U 99025CFS 25153.05264411  .00000120  00000-0  10087-3 0  9990,2 31767  98.8399 187.8560 0039860 250.8799 138.2720 14.04828250922463
31773,1 31773U 99025CFY 25153.18001578  .00017253  00000-0  30316-2 0  9995,2 31773  98.9398 125.8378 0047171  60.4872 300.1021 14.66996924943661
31773,1 31773U 99025CFY 25153.18001578  .00017253  00000-0  30316-2 0  9995,2 31773  98.9398 125.8378 0047171  60.4872 300.1021 14.66996924623329
31779,1 31779U 99025CGE 25153.48568295  .00002297  00000-0  55687-3 0  9999,2 31779  99.3035  56.4779 0216541  29.9264 331.4099 14.40852017943105
31780,1 31780U 99025CGF 25153.10796033  .00001857  00000-0  28111-3 0  9996,2 31780  99.2637 279.7751 0152217 286.6325  71.8211 14.68272396957992
31780,1 31780U 99025CGF 25153.10796033  .00001857  00000-0  28111-3 0  9996,2 31780  99.2637 279.7751 0152217 286.6325  71.8211 14.68272396956553
31781,1 31781U 99025CGG 25153.69969765  .00009863  00000-0  45697-2 0  9997,2 31781  99.4910 313.4271 0210306  89.7790 272.7474 14.09977273914070
31781,1 31781U 99025CGG 25153.69969765  .00009863  00000-0  45697-2 0  9997,2 31781  99.4910 313.4271 0210306  89.7790 272.7474 14.09977273656253
31782,1 31782U 99025CGH 25153.37314640  .00001536  00000-0  52936-3 0  9993,2 31782  98.8863 308.4202 0080104 204.2361 187.0122 14.35639502939162
31788,1 31788U 99025CGP 25153.03720238  .00006961  00000-0  61867-2 0  9995,2 31788 102.5520 247.8326 0476605 151.9473  23.8040 13.43434782881243
31788,1 31788U 99025CGP 25153.03720238  .00006961  00000-0  61867-2 0  9995,2 31788 102.5520 247.8326 0476605 151.9473  23.8040 13.43434782880028
31789,1 31789U 07028A   25153.86874105  .00143117  00000-0  84347-3 0  9996,2 31789  64.4749  81.6949 0021015 307.9310  51.9941 15.77207618991915
31796,1 31796U 07029E   25153.91431227  .00000109  00000-0  14890-3 0  9994,2 31796  71.0449  18.6063 0215377 192.2087 195.6429 13.68812647895533
31805,1 31805U 99025CGT 25153.83104790  .00011783  00000-0  32314-2 0  9995,2 31805  98.3525 153.6554 0461611 345.5493  13.2833 13.99061942902658
31813,1 31813U 99025CHB 25153.44527474  .00002114  00000-0  50838-3 0  9999,2 31813  99.4435 210.1731 0138946 184.2024 175.8011 14.48907637944569
31814,1 31814U 99025CHC 25153.40297289  .00000311  00000-0  36055-3 0  9996,2 31814  99.5893 205.1841 0229048 351.9766   7.7740 13.66245543897632
31814,1 31814U 99025CHC 25153.40297289  .00000311  00000-0  36055-3 0  9996,2 31814  99.5893 205.1841 0229048 351.9766   7.7740 13.66245543591598
31815,1 31815U 99025CHD 25153.70115013  .00000106  00000-0  82606-4 0  9990,2 31815  98.7505 145.0105 0058327 206.7622 153.0536 14.10234918928184
31816,1 31816U 99025CHE 25153.29983623  .00001193  00000-0  88941-3 0  9999,2 31816  98.9728 273.0643 0118998 324.2731  62.7617 13.93549778909998
31817,1 31817U 99025CHF 25153.20521330  .00008898  00000-0  17113-2 0  9995,2 31817  98.9079 133.8309 0064159 312.2163  47.3602 14.62557196947563
31817,1 31817U 99025CHF 25153.68410171  .00010188  00000-0  19568-2 0  9998,2 31817  98.9086 134.3477 0064181 310.7002  48.8632 14.62567952685810
31817,1 31817U 99025CHF 25153.68410171  .00010188  00000-0  19568-2 0  9998,2 31817  98.9086 134.3477 0064181 310.7002  48.8632 14.62567952947631
31819,1 31819U 99025CHH 25153.73618423  .00000989  00000-0  38528-3 0  9992,2 31819  98.4611 150.2600 0088253 168.1714 192.1570 14.29744257939350
31819,1 31819U 99025CHH 25153.24630090  .00000913  00000-0  35660-3 0  9993,2 31819  98.4611 149.7838 0088214 169.6094 190.6939 14.29742745940848
31825,1 31825U 99025CHP 25153.24057066  .00001162  00000-0  48199-3 0  9994,2 31825  98.5848 157.9993 0167208 178.4137 181.7606 14.21066623929371
31830,1 31830U 99025CHU 25153.29056590  .00002677  00000-0  21855-2 0  9997,2 31830  99.1585 264.0816 0189599 112.8997 279.0508 13.82520135901954
31830,1 31830U 99025CHU 25153.81702003  .00002827  00000-0  23062-2 0  9991,2 31830  99.1573 264.5929 0189562 111.5143  19.2322 13.82523398900737
31837,1 31837U 99025CJB 25153.01018081  .00009836  00000-0  12608-2 0  9997,2 31837  98.1146 226.7207 0099434 282.0250  76.9830 14.78023052955630
31837,1 31837U 99025CJB 25153.01018081  .00009836  00000-0  12608-2 0  9997,2 31837  98.1146 226.7207 0099434 282.0250  76.9830 14.78023052954943
31843,1 31843U 99025CJH 25153.11784071  .00004318  00000-0  27620-2 0  9994,2 31843  99.2640 111.1521 0648469 110.4551 256.7394 13.31628762872740
31843,1 31843U 99025CJH 25153.11784071  .00004318  00000-0  27620-2 0  9994,2 31843  99.2640 111.1521 0648469 110.4551 256.7394 13.31628762621179
31850,1 31850U 99025CJQ 25153.86784650  .00063085  00000-0  33563-2 0  9996,2 31850  98.5943 172.7924 0123642  21.9858 338.6606 15.08575456947211
31850,1 31850U 99025CJQ 25153.86784650  .00063085  00000-0  33563-2 0  9996,2 31850  98.5943 172.7924 0123642  21.9858 338.6606 15.08575456629049
31850,1 31850U 99025CJQ 25153.27088519  .00055009  00000-0  29340-2 0  9997,2 31850  98.5941 172.1244 0123858  23.9738 336.7186 15.08506480947129
31854,1 31854U 99025CJU 25153.82340904  .00000624  00000-0  42196-3 0  9999,2 31854  98.8452 162.3995 0070985 320.3816  39.2176 14.02798111925251
31857,1 31857U 99025CJX 25153.51048332  .00002513  00000-0  23912-2 0  9991,2 31857  96.1964 253.2360 0315027 100.2376 263.4453 13.61185490889335
31857,1 31857U 99025CJX 25153.51048332  .00002513  00000-0  23912-2 0  9991,2 31857  96.1964 253.2360 0315027 100.2376 263.4453 13.61185490590008
31862,1 31862U 07032A   25153.42079817 -.00000105  00000-0  00000+0 0  9992,2 31862   0.0211 195.3424 0000282  90.5294  13.9480  1.00272326 65598
31862,1 31862U 07032A   25153.12572729 -.00000106  00000-0  00000+0 0  9990,2 31862   0.0230 189.0951 0000643 115.9623 248.2486  1.00277072 65595
31879,1 31879U 99025CKE 25153.38332487  .00001286  00000-0  31491-3 0  9995,2 31879  99.7340   4.8517 0210017 236.8366 121.2519 14.42306478941466
31879,1 31879U 99025CKE 25153.38332487  .00001286  00000-0  31491-3 0  9995,2 31879  99.7340   4.8517 0210017 236.8366 121.2519 14.42306478604226
31883,1 31883U 99025CKJ 25153.16407126  .00005233  00000-0  85928-3 0  9999,2 31883  99.0362  50.3904 0126684 305.4789  53.4643 14.65943915951937
31883,1 31883U 99025CKJ 25153.16407126  .00005233  00000-0  85928-3 0  9999,2 31883  99.0362  50.3904 0126684 305.4789  53.4643 14.65943915951410
31887,1 31887U 99025CKN 25153.85216176  .00009555  00000-0  22273-2 0  9996,2 31887  99.5430 178.0023 0024345 213.5790 146.3861 14.54857053938714
31888,1 31888U 99025CKP 25153.20374670  .00006438  00000-0  24258-2 0  9992,2 31888  99.1508  68.9610 0022716  55.7354 304.5974 14.31637323930769
31888,1 31888U 99025CKP 25153.55319179  .00007377  00000-0  27761-2 0  9998,2 31888  99.1509  69.3292 0022694  54.7002 305.6297 14.31644336928719
31888,1 31888U 99025CKP 25153.55319179  .00007377  00000-0  27761-2 0  9998,2 31888  99.1509  69.3292 0022694  54.7002 305.6297 14.31644336930813
31893,1 31893U 99025CKU 25153.61297038  .00001438  00000-0  23532-3 0  9995,2 31893  99.0472  93.0171 0177400 196.9603 339.8548 14.62832874955803
31895,1 31895U 99025CKW 25153.36662612  .00002304  00000-0  20544-2 0  9995,2 31895  99.1032 190.9609 0227119  21.7278 339.3322 13.74512092896434
31895,1 31895U 99025CKW 25153.36662612  .00002304  00000-0  20544-2 0  9995,2 31895  99.1032 190.9609 0227119  21.7278 339.3322 13.74512092592392
31899,1 31899U 99025CLA 25153.81823125  .00002932  00000-0  24301-2 0  9999,2 31899 102.0850 162.5043 0180637 257.9597 100.1252 13.82777486898894
31899,1 31899U 99025CLA 25153.81823125  .00002932  00000-0  24301-2 0  9999,2 31899 102.0850 162.5043 0180637 257.9597 100.1252 13.82777486648976
31901,1 31901U 99025CLC 25153.14587204  .00000389  00000-0  30155-3 0  9993,2 31901  98.5731 127.8850 0132097   6.8622 353.4310 13.94015906919316
31902,1 31902U 99025CLD 25153.21763758  .00001069  00000-0  41857-3 0  9999,2 31902  98.4858 139.7153 0181153 354.0888  25.6304 14.22906838932437
31903,1 31903U 99025CLE 25153.63381808  .00003461  00000-0  66637-3 0  9999,2 31903  99.2545 119.6150 0131015 259.1455  99.4973 14.59008867948726
31903,1 31903U 99025CLE 25153.63381808  .00003461  00000-0  66637-3 0  9999,2 31903  99.2545 119.6150 0131015 259.1455  99.4973 14.59008867945789
31910,1 31910U 99025CLM 25153.83562681  .00007380  00000-0  14887-2 0  9992,2 31910  97.6815 192.8930 0233712  33.7123 327.8689 14.45832009938044
31914,1 31914U 99025CLR 25153.30939786  .00000625  00000-0  12791-3 0  9990,2 31914  99.0526   0.3768 0182287 294.1406  64.0821 14.55305401952699
31914,1 31914U 99025CLR 25153.30939786  .00000625  00000-0  12791-3 0  9990,2 31914  99.0526   0.3768 0182287 294.1406  64.0821 14.55305401656599
31915,1 31915U 99025CLS 25153.29170452  .00001983  00000-0  98256-3 0  9994,2 31915  98.6412 176.9597 0104582 104.7777 256.5012 14.15494438924423
31915,1 31915U 99025CLS 25153.99856906  .00002044  00000-0  10122-2 0  9990,2 31915  98.6412 177.6452 0104574 102.7930 258.4954 14.15497927613800
31926,1 31926U 99025CMD 25153.21549845  .00007522  00000-0  30016-2 0  9998,2 31926  98.9569 243.1047 0042542 101.1102 259.4866 14.28286995925441
31929,1 31929U 99025CME 25153.62741103  .00001568  00000-0  55817-3 0  9998,2 31929  98.7703 279.8492 0073291 262.8602  96.4245 14.34245111940244
31929,1 31929U 99025CME 25153.62741103  .00001568  00000-0  55817-3 0  9998,2 31929  98.7703 279.8492 0073291 262.8602  96.4245 14.34245111678770
31937,1 31937U 99025CMN 25153.92758897  .00010333  00000-0  12153-2 0  9993,2 31937  99.2670 215.3420 0172480 175.5403 184.7388 14.74941392632242
31937,1 31937U 99025CMN 25153.92758897  .00010333  00000-0  12153-2 0  9993,2 31937  99.2670 215.3420 0172480 175.5403 184.7388 14.74941392951088
31938,1 31938U 99025CMP 25153.75431633  .00009640  00000-0  73141-3 0  9995,2 31938  98.9400 158.6222 0157918 328.6870  30.5013 14.93037815964133
31938,1 31938U 99025CMP 25153.75431633  .00009640  00000-0  73141-3 0  9995,2 31938  98.9400 158.6222 0157918 328.6870  30.5013 14.93037815962546
31944,1 31944U 99025CMV 25153.68617833  .00001972  00000-0  10016-2 0  9993,2 31944  99.1850 296.4481 0153933 184.1281 192.2821 14.11169545931418
31945,1 31945U 99025CMW 25153.16122665  .00003997  00000-0  18794-2 0  9991,2 31945  98.9680 226.9370 0064817 122.1516 238.5970 14.19458326925325
31945,1 31945U 99025CMW 25153.16122665  .00003997  00000-0  18794-2 0  9991,2 31945  98.9680 226.9370 0064817 122.1516 238.5970 14.19458326924481
31952,1 31952U 99025CND 25153.22848244  .00003056  00000-0  69561-3 0  9999,2 31952  98.9422 257.4002 0117539 156.0814 204.5903 14.52529187945507
31955,1 31955U 99025CNG 25153.38417262  .00011179  00000-0  22900-2 0  9991,2 31955  99.2989   6.4879 0048616  47.9899 125.6590 14.60197317938441
