NORAD_CAT_ID,TLE_LINE1,TLE_LINE2
1244,1  1244U 65016B   25119.16653473  .00000104  00000-0  11384-3 0  9997,2  1244  70.0807 348.2166 0023436 272.6597  87.1826 13.96067630 60730
1272,1  1272U 65016H   25119.19643329  .00000047  00000-0  74490-4 0  9994,2  1272  70.0809  49.0901 0024408 301.7909  58.0819 13.94477560 59144
1328,1  1328U 65032A   25119.12217765 -.00000006  00000-0  11763-3 0  9997,2  1328  41.1862 348.9467 0245716 312.5298  45.4942 13.38884574933266
1399,1  1399U 65027E   25119.66663789 -.00000064  00000-0 -23902-3 0  9992,2  1399  90.2609  15.0027 0008612 316.5641  43.4801 12.99702204509200
1399,1 01399U 65027E   25119.66663789 -.00000064  00000-0 -23902-3 0  9992,2 01399  90.2609  15.0027 0008612 316.5641  43.4801 12.99702204579386
1477,1  1477U 65020BB  25119.17462459  .00001066  00000-0  18028-2 0  9992,2  1477  55.4909  58.4413 0581924  16.5578 345.3499 12.98913827824774
1511,1  1511U 65065D   25119.21492115  .00000094  00000-0  17078-3 0  9992,2  1511  89.9787 211.9261 0066795 291.2226 125.0052 13.34159765905875
1573,1  1573U 65070D   25119.02727749 -.00000076  00000-0  12067-3 0  9993,2  1573  56.0574   2.8593 0065497 246.1670 113.2358 12.41039782704369
1574,1  1574U 65070E   25119.18544332 -.00000108  00000-0 -12165-3 0  9992,2  1574  56.0529  77.0805 0065223  51.8635 320.9852 12.37031522695644
1608,1  1608U 64083H   25119.17837103  .00001600  00000-0  13960-2 0  9992,2  1608  89.7571  76.9928 0015837 309.0961 114.9160 13.85371753 18102
1653,1  1653U 65082Q   25119.18124762  .00000815  00000-0  14364-3 0  9990,2  1653  32.1182 100.7665 0041288 267.4954  92.0964 14.63956468171954
1726,1  1726U 65089A   25119.08916779 -.00000059  00000-0  89992-4 0  9995,2  1726  59.3833 239.9612 0712876 310.5738 227.0176 11.97072260600465
1805,1  1805U 65096B   25119.03099820  .00002323  00000-0  48089-3 0  9991,2  1805  34.2501 326.0905 0589946 216.0217 139.9281 13.86338480946754
1814,1  1814U 65101A   25119.01646144  .00001658  00000-0  27478-3 0  9992,2  1814  75.8668 345.2303 0004274  55.1064 305.0518 14.70710100 16228
1863,1  1863U 65108A   25119.60150692  .00003271  00000-0  13881-2 0  9991,2  1863  26.6941 163.9907 6026343 328.5253   6.5261  3.95699574352057
1863,1 01863U 65108A   25119.60150692  .00003271  00000-0  13881-2 0  9991,2 01863  26.6941 163.9907 6026343 328.5253   6.5261  3.95699574351887
2017,1  2017U 66013B   25119.19032447  .00003050  00000-0  80244-3 0  9993,2  2017  34.0604 126.0894 1042667  34.1979 332.1568 12.91755056715808
2144,1  2144U 66031B   25119.16927652  .00000730  00000-0  21381-3 0  9991,2  2144  35.0406 120.5140 0008320 311.9069  48.0912 14.44568714103323
2180,1  2180U 66041B   25119.11327084  .00000126  00000-0  75364-4 0  9990,2  2180  90.2230  72.4005 0077965 185.2949 174.7415 14.00931730  5764
2206,1 02206U 66052B   25119.68180826  .00000379  00000-0  57469-3 0  9999,2 02206  40.8631 345.8891 2210052 193.2752 159.9001 10.14327443160790
2327,1  2327U 66063B   25119.15817560  .00002197  00000-0  11821-2 0  9990,2  2327 144.1963 309.6115 0030574  30.1555 330.0894 14.04626588980296
2328,1  2328U 66063C   25119.03914845  .00000309  00000-0  70210-4 0  9994,2  2328 144.2287 182.9223 0010066 216.5601 177.7873 13.69949201943949
2516,1  2516U 66052D   25119.31158453  .00000559  00000-0  12028-2 0  9995,2  2516  41.0180 347.4051 2217226 171.8554 192.5346 10.00679481282634
2516,1 02516U 66052D   25119.31158453  .00000559  00000-0  12028-2 0  9995,2 02516  41.0180 347.4051 2217226 171.8554 192.5346 10.00679481282634
2529,1 02529U 65034D   25119.56000113 -.00000015  00000-0  00000-0 0  9997,2 02529  32.1054 261.1464 3970692  48.4156 339.4421  4.64842421  1274
2608,1  2608U 66110A   25119.17566013  .00000124  00000-0  00000+0 0  9993,2  2608   3.9362  73.7166 0005503 179.4415  46.2636  1.00347265130633
2649,1  2649U 67003B   25119.29107175 -.00000110  00000-0  00000+0 0  9999,2  2649   7.5331  48.2619 0034003 105.6967  94.8342  1.08282313134945
2649,1 02649U 67003B   25119.29107175 -.00000110  00000-0  00000-0 0  9990,2 02649   7.5331  48.2619 0034003 105.6967  94.8342  1.08282313134956
2651,1 02651U 67003D   25119.75915957 -.00000131  00000-0  00000-0 0  9992,2 02651   7.4888  48.8198 0034698  84.0505  78.3554  1.08106023136273
2680,1  2680U 67014A   25119.15289588  .00001061  00000-0  45127-3 0  9998,2  2680  39.4390 140.3502 0704862 201.6338 155.3171 13.40880517820832
2872,1  2872U 67053F   25119.19859590  .00000182  00000-0  16186-3 0  9990,2  2872  69.9734 172.1856 0009147 287.3169  72.6938 13.99461416952708
2977,1  2977U 67036D   25119.47633396 -.00000027  00000-0  10479-3 0  9990,2  2977 101.5563  85.6748 0059755 356.6883 125.4711 12.56848779661849
2977,1 02977U 67036D   25119.47633396 -.00000027  00000-0  10479-3 0  9990,2 02977 101.5563  85.6748 0059755 356.6883 125.4711 12.56848779661412
2994,1  2994U 67092C   25119.20780290  .00000938  00000-0  64049-3 0  9990,2  2994  89.4406  10.5920 0091387  63.0643 297.9834 13.97012810917454
3048,1  3048U 67116B   25119.22010532  .00001229  00000-0  24660-3 0  9994,2  3048  74.0052 284.6108 0006552 148.2502  24.6822 14.62810310 45553
3093,1  3093U 68002A   25119.21764645 -.00000081  00000-0 -20859-4 0  9993,2  3093 105.7800 200.0251 0318061  57.7110  13.2242 12.83585383684657
3124,1  3124U 61015HX  25119.18226850  .00002914  00000-0  30002-2 0  9996,2  3124  66.9839 151.6700 0329284   6.3207 354.1854 13.56048588113484
3132,1 03132U 63030G   25119.54707833 -.00000039  00000-0 -21219-1 0  9996,2 03132  88.4155 234.5275 0101871 110.3627 250.8201  8.57865690424392
3177,1  3177U 68026C   25119.08824266  .00000437  00000-0  71012-3 0  9992,2  3177  99.9810 244.0569 4005049 228.7351 336.1212  6.97924786448592
3212,1  3212U 68026D   25119.12016181  .00000337  00000-0  66951-3 0  9991,2  3212  99.9713 277.9804 3795428 189.6552 160.3951  7.28513037511737
3338,1  3338U 68066B   25119.19132038  .00000457  00000-0  46827-3 0  9994,2  3338  80.6649  43.4975 1131052  68.2523 303.4968 12.23420360527700
3454,1  3454U 65082PP  25119.35178531  .00010280  00000-0  70800-3 0  9997,2  3454  32.2599 141.1261 0017087 256.4582 103.4174 15.04673315183321
3454,1 03454U 65082PP  25119.35178531  .00010280  00000-0  70800-3 0  9997,2 03454  32.2599 141.1261 0017087 256.4582 103.4174 15.04673315183354
3509,1  3509U 68091F   25119.15830615  .00162977  00000-0  26183-2 0  9992,2  3509  62.3249   8.1838 0125611  79.5963 281.9280 15.43715099844615
3598,1  3598U 68110B   25119.18115824  .00001323  00000-0  28974-3 0  9991,2  3598  34.9926 299.0976 0046580 154.4490 205.8518 14.57091132985107
3673,1  3673U 69010B   25119.04046028  .00000036  00000-0  16235-3 0  9996,2  3673  80.3925 152.3440 0022876 248.5883 138.2101 12.63610328591586
3674,1 03674U 69011A   25119.54601334 -.00000187  00000-0  00000-0 0  9998,2 03674  10.5620 305.2368 0180584 354.6498 202.8208  0.84930885 63183
3745,1  3745U 65020ET  25119.23483466  .00000085  00000-0  11185-2 0  9997,2  3745  56.0179  76.3914 0166703 114.1095   2.0887 12.50940988589927
3757,1  3757U 68091AU  25119.18041252  .00023601  00000-0  33076-2 0  9990,2  3757  61.9814  95.8567 0368865 319.3040  38.0981 14.40163792773631
3785,1  3785U 68097AX  25119.33840648  .00000608  00000-0  89102-3 0  9994,2  3785  62.2622 207.6410 0767017 343.9194  13.8615 12.78265212504904
3785,1 03785U 68097AX  25119.33840648  .00000608  00000-0  89102-3 0  9994,2 03785  62.2622 207.6410 0767017 343.9194  13.8615 12.78265212503420
3814,1 03814U 68097BC  25119.67445124  .00001232  00000-0  17953-2 0  9992,2 03814  62.2756 229.3486 0747627 301.0428  51.9211 12.78644929601560
3818,1  3818U 69024A   25119.21113179  .00000045  00000-0  16598-3 0  9995,2  3818  73.9898 160.2541 0018245  73.1569 356.0245 13.17935447699773
3819,1  3819U 69024B   25119.19224057 -.00000051  00000-0 -78523-4 0  9997,2  3819  73.9873  78.7209 0010190 334.3297 130.3156 13.19569959702763
4138,1  4138U 69091A   25119.18892385  .00000142  00000-0  47105-4 0  9991,2  4138  74.0376 284.2556 0012320  27.1131 333.0669 14.46393490928338
4143,1  4143U 69082M   25119.17919903  .00001161  00000-0  56851-3 0  9991,2  4143  70.1105  90.3194 0023316 289.3132  70.5465 14.20137818859809
4187,1  4187U 69082BA  25119.20239892  .00061650  00000-0  40511-2 0  9999,2  4187  69.9570  84.7644 0012049 316.3756  43.6454 15.07207769927747
4193,1  4193U 69082BG  25119.11794758  .00418979  00000-0  13558-1 0  9993,2  4193  69.8943 258.2998 0017594 176.0971 184.0344 15.30008516832947
4259,1  4259U 69082D   25119.01310134  .00000069  00000-0  89869-4 0  9995,2  4259  70.0144 299.0395 0022118 322.3682 167.4363 13.95057626924521
4369,1  4369U 70028A   25119.08628648  .00000495  00000-0  12708-3 0  9998,2  4369  74.0357 326.1728 0006676 287.9904  72.0529 14.52891076908389
4377,1  4377U 70032B   25119.18391295  .00017003  00000-0  29127-2 0  9993,2  4377  26.7985  36.1235 5773002  62.8030 343.8514  4.39143531615073
4547,1  4547U 69082GN  25119.11150835  .00002680  00000-0  97255-3 0  9994,2  4547  69.9906  56.7917 0031544  56.9872 303.4278 14.34078625873049
4578,1  4578U 70083A   25119.06043345  .00000738  00000-0  17611-3 0  9992,2  4578  73.9979 240.2624 0003178 309.6686  50.4196 14.55487536885786
4603,1  4603U 70025F   25119.19163087  .00002300  00000-0  20208-2 0  9999,2  4603  99.4990 213.1215 0019221 265.4784 152.8140 13.86439816735398
4607,1  4607U 70025K   25119.19054465  .00000053  00000-0  40661-3 0  9991,2  4607 100.1801  93.8902 0612167 269.3614 206.7845 12.31058935470768
4612,1  4612U 70025Q   25119.19564973  .00002167  00000-0  13873-2 0  9999,2  4612  99.6756   8.2249 0082297  14.3556 345.9919 14.02934859787326
4613,1  4613U 70025R   25119.00258018  .00004048  00000-0  17168-2 0  9991,2  4613  98.6171 156.9785 0086570 294.0692  65.1448 14.23907462802520
4643,1  4643U 70025AB  25119.19876189  .00000262  00000-0  44150-3 0  9995,2  4643  99.4383 341.9329 0010374 181.2564 298.9012 13.55069378716190
4645,1  4645U 70025AD  25119.21403759  .00000056  00000-0  29253-3 0  9997,2  4645  99.9296 209.4337 0329496  79.2514 337.1975 12.86521296582680
4685,1  4685U 70025BJ  25119.19158802  .00000486  00000-0  75036-3 0  9991,2  4685  99.9520 195.5396 0053181 237.3835 179.3934 13.56287954713384
4688,1 04688U 70025BM  25119.20845148  .00000293  00000-0  50322-3 0  9999,2 04688 100.0436 211.3952 0021180 209.7507 206.3285 13.53552018711724
4705,1  4705U 70025BT  25119.12956081  .00000629  00000-0  92102-3 0  9994,2  4705 100.0057 236.8528 0044966 188.6137 296.5191 13.58575433714546
4719,1  4719U 70025CD  25119.02608934  .00000734  00000-0  53835-3 0  9996,2  4719  99.9884 136.2667 0121343 229.7092 129.3411 13.96112562785227
4743,1  4743U 70025CS  25119.21029938  .00000538  00000-0  80483-3 0  9996,2  4743  99.9337 189.5931 0034634 264.5190 164.1309 13.58125144717332
4766,1  4766U 70025DL  25119.12549236  .00000140  00000-0  26791-3 0  9990,2  4766 100.0750 257.5352 0008314 295.9670 243.1056 13.55840141720924
4783,1  4783U 70102A   25119.07570688  .00000075  00000-0  10179-3 0  9994,2  4783  74.0333 338.6327 0029872  88.9672 271.4870 13.74999339729390
4799,1  4799U 70108A   25119.00723328  .00000057  00000-0  81062-4 0  9991,2  4799  74.0233 359.7350 0003327  23.4942 108.2921 13.76944180732188
4819,1  4819U 70025EA  25119.05097124  .00012186  00000-0  44109-2 0  9990,2  4819 100.0917  64.2554 0035446   8.0264 352.1474 14.33258873785189
4921,1  4921U 70025FT  25119.20266542  .00009802  00000-0  26089-2 0  9991,2  4921  99.7116 224.0220 0042479 217.6966 142.1244 14.48228198815937
4950,1  4950U 70025GL  25119.05741922  .00000117  00000-0  40396-3 0  9994,2  4950  99.8548  38.8792 0219618 254.5179 117.7513 13.10105269629651
4954,1  4954U 71012B   25119.17709621  .00000454  00000-0  15799-3 0  9991,2  4954  98.3777 338.5066 0037364  37.8910 322.4897 14.39496753836729
4998,1  4998U 70025HU  25119.16460858  .00000030  00000-0  11504-3 0  9997,2  4998 100.1474  96.0043 0009867  20.3927  42.9379 13.53037283717581
5066,1 05066U 70025JL  25119.42509473  .00001635  00000-0  10701-2 0  9999,2 05066  99.9041 312.5152 0066043 165.8602 194.4429 14.02740494782631
5076,1  5076U 70089AP  25119.21703040  .00000405  00000-0  19497-3 0  9999,2  5076  62.7946  51.1106 1003467 160.2250 204.0752 12.86974348542435
5088,1  5088U 71015Q   25119.16748731  .00003043  00000-0  12040-2 0  9999,2  5088  65.7120  56.8727 0786073  88.3378 280.7451 13.27696134572202
5211,1  5211U 71041B   25119.18447876 -.00000017  00000-0 -12859-4 0  9994,2  5211  74.0136 284.1022 0035309 342.4918 192.0356 12.39877243682493
5225,1  5225U 70102D   25119.94463525  .00000695  00000-0  56225-3 0  9993,2  5225  74.0204 108.1103 0016770 157.0169 232.0687 13.91977028749798
5225,1 05225U 70102D   25119.94463525  .00000695  00000-0  56225-3 0  9993,2 05225  74.0204 108.1103 0016770 157.0169 232.0687 13.91977028749574
5301,1  5301U 71035D   25119.95204093  .00008254  00000-0  10054-2 0  9996,2  5301  74.0259 328.4850 0009631 235.5820 124.4448 14.83509853850806
5301,1 05301U 71035D   25119.95204093  .00008255  00000-0  10054-2 0  9997,2 05301  74.0259 328.4850 0009631 235.5820 124.4448 14.83509853850547
5359,1  5359U 70025KQ  25119.10141831  .00001261  00000-0  14132-2 0  9996,2  5359  99.9857  58.5190 0005543  26.4242 350.2317 13.73219165736494
5390,1  5390U 70025KV  25119.99358876  .00001491  00000-0  13191-2 0  9996,2  5390 100.1150 130.8923 0050176 317.7052  61.9028 13.86368956752271
5390,1 05390U 70025KV  25119.99358876  .00001491  00000-0  13191-2 0  9996,2 05390 100.1150 130.8923 0050176 317.7052  61.9028 13.86368956751933
5392,1  5392U 70025KX  25119.19010335  .00002452  00000-0  14103-2 0  9997,2  5392 100.0246  19.9011 0045949 317.3161  42.4440 14.09838354786428
5435,1  5435U 71071A   25119.18119434  .00001445  00000-0  32186-3 0  9999,2  5435  50.1379 107.9261 0103229 103.9937 257.2497 14.59336816836165
5550,1  5550U 71086D   25119.19718392 -.00000001  00000-0  10045-3 0  9990,2  5550  74.0253 139.9215 0066721 226.7480 202.6414 12.50615965444617
5557,1  5557U 71087A   25119.22233114  .00000386  00000-0  17124-3 0  9996,2  5557  99.0251 202.8307 0050922  27.9686 332.4214 14.28260894781614
5581,1  5581U 71093B   25119.12263384  .00003168  00000-0  68682-3 0  9997,2  5581  82.0379 328.0594 0511582  88.2426 277.7241 13.99141937689047
5589,1  5589U 71095C   25119.17670270 -.00000149  00000-0  00000+0 0  9991,2  5589   4.3798 278.4367 0167882 176.0761 211.8846  0.97188689115392
5685,1  5685U 71111B   25119.22049302  .00000024  00000-0  46876-4 0  9996,2  5685  74.0265 156.1247 0023784 319.1534 105.4551 13.77083412681042
5746,1 05746U 61015JV  25119.53872112  .00003423  00000-0  17157-2 0  9997,2 05746  66.3047 173.5113 0054165 293.0000  66.5380 14.17072247223679
5816,1  5816U 72003B   25119.14606625 -.00000025  00000-0  12095-2 0  9997,2  5816  28.2037  90.1875 7167512  45.2334   7.6530  2.20970151429243
5846,1  5846U 72009A   25119.19283751  .00000045  00000-0  68350-4 0  9990,2  5846  74.0470  98.3069 0021675  99.2989 271.8278 13.76375418670383
5871,1  5871U 68097DK  25119.09637785  .00001389  00000-0  53572-3 0  9990,2  5871  62.8120 301.4389 0915538 172.8408 188.6781 13.06079854659485
5876,1  5876U 61015KF  25119.17338832  .00000933  00000-0  26155-2 0  9998,2  5876  65.6752  54.6649 0713236  63.0168 304.1833 12.48873495113669
5998,1  5998U 65108T   25119.61113156  .00001877  00000-0  11745-1 0  9995,2  5998  26.3674 237.5171 6565788 125.1031 358.1187  3.03029824229934
5998,1 05998U 65108T   25119.61113156  .00001877  00000-0  11745-1 0  9995,2 05998  26.3674 237.5171 6565788 125.1031 358.1187  3.03029824136188
6014,1  6014U 70025MR  25119.20255754  .00003754  00000-0  24110-2 0  9992,2  6014 100.0210 196.4630 0056580 176.0210 184.1413 14.03114347761258
6122,1  6122U 72057F   25119.06357420 -.00000009  00000-0  47750-4 0  9994,2  6122  74.0301  46.9224 0016312 235.1632 136.1505 12.44989678398683
6173,1  6173U 72069A   25119.10750041  .00001164  00000-0  28038-3 0  9993,2  6173  90.0027 208.1791 0050747  16.9704  30.0733 14.51995987770698
6192,1  6192U 72072A   25119.16488696  .00000012  00000-0  00000+0 0  9994,2  6192  71.7830 240.7700 4791615 197.4855 133.3782  2.01337570386831
6256,1  6256U 72085A   25119.17350768  .00000311  00000-0  17093-3 0  9994,2  6256  81.2735 194.1665 0027198 221.0801 138.8322 14.09377761697194
6257,1  6257U 72085B   25119.15799451  .00000236  00000-0  13283-3 0  9992,2  6257  81.2578 263.7183 0055809 323.5900  36.1478 14.06812319693341
6267,1  6267U 72087E   25119.00730684 -.00000003  00000-0  64368-4 0  9996,2  6267  74.0338 307.6677 0107524  74.4894  92.9644 12.69732377433101
6268,1  6268U 72087F   25119.23676480 -.00000008  00000-0  43379-4 0  9999,2  6268  74.0369  51.1828 0097962 196.3450 275.7291 12.67603321429086
6271,1  6271U 72087J   25119.17880675 -.00000021  00000-0 -43316-4 0  9996,2  6271  74.0415 188.3361 0080109 337.5744  51.4132 12.34561142365920
6317,1  6317U 72101A   25119.09894477  .00000006  00000-0  00000+0 0  9999,2  6317   9.9780 244.9267 1258215  94.5530 280.0248  1.00265764 21341
6320,1  6320U 72102B   25119.21804233 -.00000004  00000-0  62648-4 0  9999,2  6320  74.0168  47.3187 0024846 290.2749 184.6954 12.77015518440581
6324,1  6324U 72104B   25119.21093604  .00000475  00000-0  14369-3 0  9994,2  6324  74.0771 178.6985 0009859 295.1141  64.8994 14.45008273750197
6660,1  6660U 73034B   25119.23587714  .00000023  00000-0  67417-5 0  9995,2  6660  81.2277 103.9379 0045170 297.9998  61.6603 14.06205485662099
6752,1  6752U 68091CJ  25119.19508830  .00005404  00000-0  48462-2 0  9995,2  6752  62.2735 117.3931 0657131  48.7949 316.7827 13.14915286605113
6787,1  6787U 73054A   25119.17741742  .00000512  00000-0  20091-3 0  9991,2  6787  98.6222 344.8042 0025729 175.9592 184.1805 14.33372940692681
6822,1  6822U 72079C   25119.19841321  .00000033  00000-0  27432-3 0  9997,2  6822  95.6374 188.3466 0029171 347.1640  69.0792 12.55611286407994
6847,1  6847U 73069C   25119.10560172 -.00000022  00000-0 -36520-4 0  9996,2  6847  74.0014  65.6735 0035082 259.5501 112.1170 12.51102634355539
6965,1  6965U 73098A   25119.17162330  .00000406  00000-0  13697-3 0  9993,2  6965  74.0559  79.4029 0021643 113.1486 247.1953 14.39952801695046
6991,1  6991U 73104G   25119.19999640  .00000022  00000-0  22572-3 0  9990,2  6991  74.0299 194.0504 0062915 349.3527  75.4328 12.56949418356841
7008,1  7008U 73109A   25119.09571950  .00000086  00000-0  76445-4 0  9993,2  7008  82.9538  66.9470 0033212  49.8569 321.1661 13.73039471571355
7043,1  7043U 73086AK  25119.03293931  .00000131  00000-0  67805-3 0  9990,2  7043 102.1717 142.6813 0216415 351.4123  36.4032 12.85309931411575
7053,1  7053U 73086AV  25119.19457331  .00000083  00000-0  84808-3 0  9992,2  7053 101.7745 196.8378 0044179  16.3725  42.7428 12.48498342342903
7091,1  7091U 73086CK  25119.19861727  .00000194  00000-0  26941-2 0  9998,2  7091 102.0985 265.0006 0276403 128.0224  45.6367 11.96348210246888
7095,1  7095U 74001B   25119.20257585  .00000106  00000-0  88368-4 0  9999,2  7095  82.9501  56.7639 0036919 346.7239  13.2944 13.78982506578738
7146,1  7146U 73086DL  25119.23363332  .00000534  00000-0  40986-2 0  9996,2  7146 101.7597   2.8501 0052811 232.1750 247.7056 12.43869202322929
7149,1  7149U 73086DP  25119.06413909  .00000544  00000-0  43481-2 0  9990,2  7149 102.1031 230.1141 0049030  63.7067 112.5989 12.40749052323960
7152,1  7152U 73086DS  25119.11772686 -.00000022  00000-0  19180-3 0  9992,2  7152 102.2397  79.7626 0081378  91.0719 288.9895 12.28532519308145
7166,1  7166U 73086EE  25119.21128567  .00000079  00000-0  92107-3 0  9992,2  7166 102.2297 117.3354 0012420 315.4799 107.4374 12.41401384329419
7166,1 07166U 73086EE  25119.21128567  .00000079  00000-0  92107-3 0  9992,2 07166 102.2297 117.3354 0012420 315.4799 107.4374 12.41401384329240
7191,1 07191U 73086EZ  25119.56404030  .00000092  00000-0  12799-2 0  9993,2 07191 102.1565  21.3616 0253042 359.3401 118.9842 12.13426471845865
7193,1  7193U 73086FB  25119.71133123  .00000363  00000-0  38838-2 0  9997,2  7193 101.8493 209.6831 0302511 203.3910 317.6801 12.09192203264981
7193,1 07193U 73086FB  25119.71133123  .00000363  00000-0  38838-2 0  9997,2 07193 101.8493 209.6831 0302511 203.3910 317.6801 12.09192203264813
7196,1  7196U 73086FE  25119.16720089 -.00000011  00000-0  24933-3 0  9995,2  7196 102.3808 101.1819 0051309 274.5742 149.9778 12.47050940342575
7218,1  7218U 74015A   25119.21884479  .00000495  00000-0  19883-3 0  9996,2  7218  98.9940 202.5073 0057048  73.2130 287.5300 14.31895185661977
7219,1  7219U 74015B   25119.09985985  .00000408  00000-0  18605-3 0  9992,2  7219  99.0136  65.1399 0064699  54.9909 305.7319 14.26032820654430
7269,1  7269U 74024E   25119.22072434 -.00000007  00000-0  52119-4 0  9993,2  7269  74.0194  55.4432 0071523  71.7014  34.8087 12.59533459345864
7270,1  7270U 74024F   25119.18501987 -.00000016  00000-0 -17449-6 0  9990,2  7270  74.0163 266.4005 0051910 321.8880 212.1679 12.55019343337473
7275,1  7275U 74025B   25119.19187300  .00000199  00000-0  10967-3 0  9991,2  7275  81.2447  53.8605 0057124  70.5415 290.1914 14.07012528617232
7281,1  7281U 74028A   25119.21802522 -.00000009  00000-0  40732-4 0  9999,2  7281  74.0451  42.3086 0021112 350.2278 121.0050 12.69560911363829
7291,1  7291U 74029A   25119.03056988 -.00000033  00000-0  44213-4 0  9993,2  7291  64.9715 323.9137 0046079 217.0044 142.7840 13.93064879593020
7490,1  7490U 74083A   25119.21985386  .00000218  00000-0  11511-3 0  9995,2  7490  81.1899 183.6636 0030958 170.3964 189.7805 14.10477870596788
7544,1  7544U 74093A   25119.14785841  .00000047  00000-0  00000+0 0  9999,2  7544   8.8498 307.5427 0003435 180.3850  21.4694  0.99781787121126
7616,1  7616U 75004B   25119.22474787  .00000425  00000-0  24166-3 0  9998,2  7616  97.7675 227.4919 0184533 267.0247  90.9795 14.05949468562203
7625,1 07625U 75007A   25119.90271264  .00000630  00000-0  00000-0 0  9997,2 07625  63.9832 197.3976 6829759   3.3241 359.7024  2.00738359228148
7816,1  7816U 75043A   25119.17835439  .00000416  00000-0  19426-3 0  9995,2  7816  98.6484 327.1227 0051135 305.6051  54.0370 14.24973634300872
7817,1  7817U 75043B   25119.20599496  .00000187  00000-0  10788-3 0  9997,2  7817  98.7137 327.1477 0052478 223.0131 136.6938 14.19696029304650
