NORAD_CAT_ID,TLE_LINE1,TLE_LINE2
3811,1  3811U 68114C   25120.72321299 -.00000021  00000-0  12633-3 0  9990,2  3811 101.8837  37.6415 0137290 268.3385 118.1095 12.76368051626004
3811,1 03811U 68114C   25120.72321299 -.00000021  00000-0  12633-3 0  9990,2 03811 101.8837  37.6415 0137290 268.3385 118.1095 12.76368051625609
3840,1  3840U 69010C   25120.51936181  .00000040  00000-0  19562-3 0  9995,2  3840  80.6006 301.2550 0033182 350.4530  65.1843 12.58641203581744
3840,1 03840U 69010C   25120.51936181  .00000040  00000-0  19562-3 0  9995,2 03840  80.6006 301.2550 0033182 350.4530  65.1843 12.58641203581373
3843,1  3843U 68097BG  25120.14989199  .00007064  00000-0  72375-2 0  9991,2  3843  62.2696  52.4320 0691284  20.5976 342.1486 13.02669185614051
3843,1 03843U 68097BG  25120.14989199  .00007064  00000-0  72375-2 0  9991,2 03843  62.2696  52.4320 0691284  20.5976 342.1486 13.02669185613476
4014,1  4014U 61015JM  25120.76686736  .00001335  00000-0  38551-2 0  9997,2  4014  67.6242 246.2666 0817421 255.3119 265.5336 12.29822326863632
4014,1 04014U 61015JM  25120.76686736  .00001335  00000-0  38551-2 0  9997,2 04014  67.6242 246.2666 0817421 255.3119 265.5336 12.29822326863643
4510,1 04510U 70069A   25120.95063552 -.00000164  00000-0  00000-0 0  9999,2 04510  10.3726 169.9155 1010052  92.9914 278.5535  1.00258631 20665
4630,1 04630U 70093A   25120.96052002 -.00000142  00000-0  00000-0 0  9994,2 04630  14.5017  43.8070 1369392 260.1230 292.7855  1.20217201238885
4652,1 04652U 70025AL  25120.87462051  .00001662  00000-0  13886-2 0  9997,2 04652  99.5773 257.3379 0030525 238.6313 275.1159 13.89669507759933
4823,1 04823U 70089T   25120.22466296  .00001189  00000-0  12360-2 0  9991,2 04823  63.0246 115.8431 0914273 352.6912   6.1461 12.65883507484332
4882,1  4882U 71006B   25120.96024215 -.00000040  00000-0  27918-2 0  9999,2  4882  28.3677  27.9601 7185021 201.7604  97.2033  2.20733079437287
4882,1 04882U 71006B   25120.96024215 -.00000040  00000-0  27918-2 0  9999,2 04882  28.3677  27.9601 7185021 201.7604  97.2033  2.20733079434093
4918,1  4918U 70025FQ  25120.92829597  .00000489  00000-0  10674-2 0  9998,2  4918  99.4419 291.9350 0160274 318.6654  40.2429 13.29272740659639
4918,1 04918U 70025FQ  25120.92829597  .00000489  00000-0  10674-2 0  9998,2 04918  99.4419 291.9350 0160274 318.6654  40.2429 13.29272740657851
4943,1 04943U 70025GD  25120.94731446  .00000116  00000-0  38436-3 0  9997,2 04943  99.6020 121.0221 0228734  52.5742 327.0470 13.10479180627729
5011,1  5011U 71015E   25120.63820777  .00020278  00000-0  35128-2 0  9991,2  5011  65.6711 205.0797 0420146 221.7546 135.0771 14.23790437662052
5011,1 05011U 71015E   25120.63820777  .00020278  00000-0  35128-2 0  9991,2 05011  65.6711 205.0797 0420146 221.7546 135.0771 14.23790437662007
5054,1  5054U 71021B   25120.98721550  .00000067  00000-0  77114-3 0  9998,2  5054  63.4650  84.1333 7190417 267.0141  16.4822  2.19929398 48043
5054,1 05054U 71021B   25120.98721550  .00000067  00000-0  77114-3 0  9998,2 05054  63.4650  84.1333 7190417 267.0141  16.4822  2.19929398 48043
5446,1 05446U 70025LE  25120.46104983  .00002381  00000-0  25091-2 0  9991,2 05446 100.4807 305.7360 0083251 210.6213 218.9264 13.74439650718942
5507,1  5507U 70025LL  25120.25704519  .00007731  00000-0  28595-2 0  9993,2  5507  99.2939 130.1406 0025604 183.9354 176.1630 14.32465514792855
5507,1 05507U 70025LL  25120.25704519  .00007730  00000-0  28595-2 0  9992,2 05507  99.2939 130.1406 0025604 183.9354 176.1630 14.32465514792585
5692,1  5692U 70025LX  25120.90670475  .00000361  00000-0  57185-3 0  9993,2  5692  99.4299 162.2896 0112637 318.2471 222.5268 13.54067105508840
5692,1 05692U 70025LX  25120.90670475  .00000361  00000-0  57185-3 0  9993,2 05692  99.4299 162.2896 0112637 318.2471 222.5268 13.54067105508570
5720,1 05720U 71015CB  25120.65868913  .00000214  00000-0  16863-3 0  9998,2 05720  66.7272 212.7646 0110821 257.4399 101.4274 14.06420157703421
5986,1  5986U 65108Q   25120.73034520  .00016828  00000-0  18643-1 0  9990,2  5986  26.7796 291.6573 6199453 146.0047 276.6255  3.64979711283169
5986,1 05986U 65108Q   25120.73034520  .00016828  00000-0  18643-1 0  9990,2 05986  26.7796 291.6573 6199453 146.0047 276.6255  3.64979711281695
5991,1  5991U 65108R   25120.87096981 -.00000122  00000-0  00000+0 0  9997,2  5991  27.8017  50.9400 6572066 339.7957  14.8082  2.63690544229155
5991,1 05991U 65108R   25120.87096981 -.00000122  00000-0  00000-0 0  9998,2 05991  27.8017  50.9400 6572066 339.7957  14.8082  2.63690544106542
6058,1  6058U 72041B   25120.65673847 -.00000021  00000-0  14340-2 0  9997,2  6058  27.1804  12.3780 7213552 226.5608  44.7662  2.22521814428165
6058,1 06058U 72041B   25120.65673847 -.00000021  00000-0  14340-2 0  9997,2 06058  27.1804  12.3780 7213552 226.5608  44.7662  2.22521814428211
6167,1 06167U 70025NB  25120.66969766  .00000785  00000-0  96851-3 0  9991,2 06167 100.1208 114.9537 0030831 289.3483 117.9411 13.68626226738921
6214,1 06214U 66016E   25120.90619591  .00000101  00000-0  79746-3 0  9990,2 06214 101.7384 112.4359 0118206 251.5962 136.2165 12.62685970722889
6318,1  6318U 72101B   25120.63459390 -.00000039  00000-0  00000+0 0  9990,2  6318   9.4189 233.8601 1208880 169.0867 193.8803  1.02313241 23080
6318,1 06318U 72101B   25120.63459390 -.00000039  00000-0  00000-0 0  9991,2 06318   9.4189 233.8601 1208880 169.0867 193.8803  1.02313241 23103
6747,1  6747U 61015KM  25120.92481280  .00000609  00000-0  47578-3 0  9990,2  6747  66.5987  88.4776 0132657 122.6372 238.7590 13.94793990234270
6747,1 06747U 61015KM  25120.92481280  .00000609  00000-0  47578-3 0  9990,2 06747  66.5987  88.4776 0132657 122.6372 238.7590 13.94793990234078
6765,1  6765U 70025NG  25120.76470883  .00000298  00000-0  49348-3 0  9991,2  6765  99.8016  47.1507 0014962 291.5120  97.6687 13.55585899715289
6765,1 06765U 70025NG  25120.76470883  .00000298  00000-0  49348-3 0  9991,2 06765  99.8016  47.1507 0014962 291.5120  97.6687 13.55585899714828
6791,1 06791U 73056A   25120.96313120  .00000461  00000-0  24737-2 0  9995,2 06791  62.1877  86.4426 7233636 276.6181  13.0812  2.00597088 41343
7083,1  7083U 73086CB  25120.95529067  .00000088  00000-0  11006-2 0  9991,2  7083 102.4540 126.4998 0064905 213.5779 175.4271 12.32522903313411
7083,1 07083U 73086CB  25120.95529067  .00000088  00000-0  11006-2 0  9991,2 07083 102.4540 126.4998 0064905 213.5779 175.4271 12.32522903313185
7088,1  7088U 73086CG  25120.17986780  .00000271  00000-0  11711-2 0  9996,2  7088 102.4148   0.2889 0255879 202.6258 287.0031 12.84199538399768
7088,1 07088U 73086CG  25120.17986780  .00000271  00000-0  11711-2 0  9996,2 07088 102.4148   0.2889 0255879 202.6258 287.0031 12.84199538399522
7158,1  7158U 73086DW  25120.54151374 -.00000044  00000-0  15620-4 0  9992,2  7158 102.4839 143.8725 0041508 124.7232   3.2895 12.31765537314576
7158,1 07158U 73086DW  25120.54151374 -.00000044  00000-0  15620-4 0  9992,2 07158 102.4839 143.8725 0041508 124.7232   3.2895 12.31765537314318
7174,1  7174U 73086EL  25120.68856140 -.00000143  00000-0 -98867-3 0  9992,2  7174 102.0997 193.0283 0306079 159.3265 351.2897 12.09060963281733
7174,1 07174U 73086EL  25120.68856140 -.00000143  00000-0 -98867-3 0  9992,2 07174 102.0997 193.0283 0306079 159.3265 351.2897 12.09060963281575
7183,1 07183U 73086EU  25120.92031956  .00000521  00000-0  28076-2 0  9991,2 07183 102.3988 116.7271 0124088 340.2174  47.5118 12.69745487372338
7192,1  7192U 73086FA  25120.01527786 -.00000002  00000-0  52346-3 0  9995,2  7192 102.1602 311.3830 0442826 178.0677 336.9971 11.59871757179437
7192,1 07192U 73086FA  25120.01527786 -.00000002  00000-0  52346-3 0  9995,2 07192 102.1602 311.3830 0442826 178.0677 336.9971 11.59871757179213
7200,1  7200U 73086FJ  25120.97289193 -.00000075  00000-0 -34335-3 0  9996,2  7200 102.3641 123.0316 0295133 334.0106  51.5328 12.01832967253120
7200,1 07200U 73086FJ  25120.97289193 -.00000075  00000-0 -34335-3 0  9996,2 07200 102.3641 123.0316 0295133 334.0106  51.5328 12.01832967252781
7376,1  7376U 74056A   25120.99658545 -.00001090  00000-0  00000+0 0  9996,2  7376  65.3684 342.8589 6823582 274.9503  16.4829  2.01096736371476
7376,1 07376U 74056A   25120.99658545 -.00001090  00000-0  00000-0 0  9997,2 07376  65.3684 342.8589 6823582 274.9503  16.4829  2.01096736371443
7400,1  7400U 74060E   25120.41308438 -.00000023  00000-0  00000+0 0  9994,2  7400  44.7838 234.2580 6443100 290.8349  14.1633  2.54704646224165
7400,1 07400U 74060E   25120.41308438 -.00000023  00000-0  00000-0 0  9995,2 07400  44.7838 234.2580 6443100 290.8349  14.1633  2.54704646100641
7489,1  7489U 73086FV  25120.98533722 -.00000003  00000-0  36627-3 0  9992,2  7489 102.5550 134.3115 0060324 346.2359  43.2981 12.29706901309032
7489,1 07489U 73086FV  25120.98533722 -.00000003  00000-0  36627-3 0  9992,2 07489 102.5550 134.3115 0060324 346.2359  43.2981 12.29706901308659
7939,1 07939U 75051E   25120.93497794  .00000014  00000-0  13222-3 0  9996,2 07939  95.1779 113.7835 0027124  45.3361 342.2294 12.64606128302180
8174,1  8174U 74089AQ  25120.46363581  .00000004  00000-0  30796-3 0  9996,2  8174 101.9163 103.2740 0066441  39.5388  84.2327 12.53388092306777
8174,1 08174U 74089AQ  25120.46363581  .00000004  00000-0  30796-3 0  9996,2 08174 101.9163 103.2740 0066441  39.5388  84.2327 12.53388092306520
8400,1  8400U 74089CC  25120.85541150  .00000101  00000-0  10171-2 0  9993,2  8400 101.7418  89.8010 0049233 232.9243 155.7964 12.44859784294226
8400,1 08400U 74089CC  25120.85541150  .00000101  00000-0  10171-2 0  9993,2 08400 101.7418  89.8010 0049233 232.9243 155.7964 12.44859784293775
8401,1 08401U 74089CD  25120.15797819  .00000232  00000-0  14374-2 0  9996,2 08401 101.4417 196.1487 0068400 165.6537 252.0395 12.67132752332976
8592,1  8592U 74089DF  25120.19679150 -.00000040  00000-0  13622-4 0  9993,2  8592 101.8436 212.6728 0126479 117.4123 301.2299 12.31858234268105
8592,1 08592U 74089DF  25120.19679150 -.00000040  00000-0  13622-4 0  9993,2 08592 101.8436 212.6728 0126479 117.4123 301.2299 12.31858234267216
8774,1 08774U 76029A   25120.88320538 -.00000234  00000-0  00000-0 0  9997,2 08774   9.7567 311.8004 0055037 227.5833 131.8432  0.98624525115469
8788,1  8788U 74089DQ  25120.15372752  .00000025  00000-0  51921-3 0  9999,2  8788 102.0863 217.7887 0072232 130.6398 345.1449 12.39793017284229
8788,1 08788U 74089DQ  25120.15372752  .00000025  00000-0  51921-3 0  9999,2 08788 102.0863 217.7887 0072232 130.6398 345.1449 12.39793017283958
8791,1  8791U 66087F   25120.88332295  .00000163  00000-0  11036-2 0  9995,2  8791 101.6058  96.9394 0139775 297.0866  93.7522 12.63717126692515
8791,1 08791U 66087F   25120.88332295  .00000163  00000-0  11036-2 0  9995,2 08791 101.6058  96.9394 0139775 297.0866  93.7522 12.63717126692324
8828,1  8828U 70106C   25120.85795277  .00000201  00000-0  18545-2 0  9998,2  8828 102.1956  93.2646 0030034 169.1204 219.3294 12.39574768460276
8828,1 08828U 70106C   25120.85795277  .00000201  00000-0  18545-2 0  9998,2 08828 102.1956  93.2646 0030034 169.1204 219.3294 12.39574768460243
8829,1 08829U 74071D   25120.94522451  .00004411  00000-0  79358-3 0  9993,2 08829  74.0573 315.4976 0014048 207.8317 152.2102 14.66861275752929
8918,1  8918U 76059C   25120.93739106 -.00000140  00000-0  00000+0 0  9996,2  8918   3.7903 269.7730 0008681 250.4556 109.3806  1.00562592 21295
8918,1 08918U 76059C   25120.93739117 -.00000140  00000-0  00000-0 0  9999,2 08918   3.7903 269.7730 0008679 250.4665 109.3697  1.00562593 21304
9495,1  9495U 76105A   25120.92806724 -.00000811  00000-0  00000+0 0  9994,2  9495  69.9803  62.9668 6357878 195.3995 128.8546  2.00385921233402
9495,1 09495U 76105A   25120.92806724 -.00000811  00000-0  00000-0 0  9995,2 09495  69.9803  62.9668 6357878 195.3995 128.8546  2.00385921233390
9568,1 09568U 73086FW  25120.66622017  .00000652  00000-0  63426-2 0  9998,2 09568 101.5013   0.2658 0363013 200.3812 186.4336 12.08143250255160
9568,1  9568U 73086FW  25120.66622017  .00000652  00000-0  63426-2 0  9998,2  9568 101.5013   0.2658 0363013 200.3812 186.4336 12.08143250255542
9697,1  9697U 74089DW  25120.76469684  .00000181  00000-0  13590-2 0  9999,2  9697 101.7894 230.4982 0147901 166.0387 355.4239 12.53719980308090
9697,1 09697U 74089DW  25120.76469684  .00000181  00000-0  13590-2 0  9999,2 09697 101.7894 230.4982 0147901 166.0387 355.4239 12.53719980307594
9699,1  9699U 74089DY  25120.82788128 -.00000015  00000-0  22294-3 0  9994,2  9699 101.5906 254.8573 0123334   0.2150 161.8137 12.29310205267136
9699,1 09699U 74089DY  25120.82788128 -.00000015  00000-0  22294-3 0  9994,2 09699 101.5906 254.8573 0123334   0.2150 161.8137 12.29310205266809
9786,1  9786U 77005B   25120.90815414  .00000645  00000-0  18318-3 0  9990,2  9786  28.0096 200.8913 0410523 331.4023  26.4574 13.96349107454533
9786,1 09786U 77005B   25120.90815414  .00000645  00000-0  18318-3 0  9990,2 09786  28.0096 200.8913 0410523 331.4023  26.4574 13.96349107434722
9896,1  9896U 76105N   25120.90537579  .00000088  00000-0  00000+0 0  9991,2  9896  69.4554 252.1331 5804242 264.9896  30.2779  1.99692938241093
9896,1 09896U 76105N   25120.90537579  .00000088  00000-0  00000-0 0  9992,2 09896  69.4554 252.1331 5804242 264.9896  30.2779  1.99692938240014
9921,1  9921U 77027D   25120.08146372  .00000541  00000-0  00000+0 0  9994,2  9921  72.3676 153.2051 5562744 157.6037 236.2042  1.98894753349068
9921,1 09921U 77027D   25120.08146372  .00000541  00000-0  00000-0 0  9995,2 09921  72.3676 153.2051 5562744 157.6037 236.2042  1.98894753349079
9979,1  9979U 73086GJ  25120.91214620  .00000113  00000-0  22148-2 0  9997,2  9979 101.9249 106.1930 0587489 265.7899 116.8254 11.50529394359406
9979,1 09979U 73086GJ  25120.91214620  .00000113  00000-0  22148-2 0  9997,2 09979 101.9249 106.1930 0587489 265.7899 116.8254 11.50529394472491
10000,1 10000U 77034A   25120.84963862 -.00000146  00000-0  00000-0 0  9990,2 10000   9.0798 296.3687 0019560 355.6467   4.2299  0.96673459161557
10155,1 10155U 77054D   25120.48806133  .00000077  00000-0  15849-1 0  9990,2 10155  64.1567 270.7812 6726241 281.9769  14.8923  2.48955891264022
10155,1 10155U 77054D   25120.48806133  .00000077  00000-0  15849-1 0  9990,2 10155  64.1567 270.7812 6726241 281.9769  14.8923  2.48955891108489
10220,1 10220U 77065AX  25120.72685256  .00006685  00000-0  21035-2 0  9999,2 10220  29.1384 263.5088 0384727 332.2666  25.7874 14.04183542337328
10220,1 10220U 77065AX  25120.72685256  .00006685  00000-0  21035-2 0  9999,2 10220  29.1384 263.5088 0384727 332.2666  25.7874 14.04183542318372
10250,1 10250U 77065CB  25120.71316866  .00009250  00000-0  18617-2 0  9992,2 10250  29.0759 277.8750 0542894 118.7777 246.8416 13.95521680249868
10250,1 10250U 77065CB  25120.71316866  .00009250  00000-0  18617-2 0  9992,2 10250  29.0759 277.8750 0542894 118.7777 246.8416 13.95521680250411
10437,1 10437U 76067N   25120.92243133  .00000276  00000-0  12986-2 0  9991,2 10437  65.8218 182.1206 0675157 227.1616 320.3318 12.31166306191036
10437,1 10437U 76067N   25120.92243133  .00000276  00000-0  12986-2 0  9991,2 10437  65.8218 182.1206 0675157 227.1616 320.3318 12.31166306190709
10444,1 10444U 76067V   25120.31043787  .00000018  00000-0  17634-3 0  9995,2 10444  65.7952 179.1343 0741777  17.8903 344.6775 12.51538527227622
10444,1 10444U 76067V   25120.31043787  .00000018  00000-0  17634-3 0  9995,2 10444  65.7952 179.1343 0741777  17.8903 344.6775 12.51538527227475
10615,1 10615U 76067AP  25120.44830752  .00000819  00000-0  22132-2 0  9992,2 10615  65.9997 158.7925 0656081 168.8971 313.7517 12.59994156506451
10684,1 10684U 78020A   25120.94821300 -.00000027  00000-0  00000+0 0  9992,2 10684  64.0486  64.7092 0080253 217.6291 141.7840  1.98071735328259
10684,1 10684U 78020A   25120.94821300 -.00000027  00000-0  00000-0 0  9993,2 10684  64.0486  64.7092 0080253 217.6291 141.7840  1.98071735328271
10710,1 10710U 76077AF  25120.52554968  .00000430  00000-0  53072-2 0  9996,2 10710 101.7666 313.0322 0262014  50.9965  17.3571 11.99075928128782
10710,1 10710U 76077AF  25120.52554968  .00000430  00000-0  53072-2 0  9996,2 10710 101.7666 313.0322 0262014  50.9965  17.3571 11.99075928103314
10746,1 10746U 76077AT  25120.40950962  .00004574  00000-0  92375-2 0  9998,2 10746 101.9040 283.5173 0283706 125.2661 292.4710 13.20558729299044
10746,1 10746U 76077AT  25120.40950962  .00004574  00000-0  92375-2 0  9998,2 10746 101.9040 283.5173 0283706 125.2661 292.4710 13.20558729298593
10756,1 10756U 76077BD  25120.13940803  .00000667  00000-0  49695-2 0  9998,2 10756 101.1206 352.8041 0164116 178.9550 181.1890 12.41226279188741
10756,1 10756U 76077BD  25120.13940803  .00000667  00000-0  49695-2 0  9998,2 10756 101.1206 352.8041 0164116 178.9550 181.1890 12.41226279188684
10834,1 10834U 76077CE  25120.99331569  .00000878  00000-0  89464-2 0  9994,2 10834 100.3545 123.6513 0117288 324.1080  49.4279 12.17114923155177
10876,1 10876U 76077DE  25120.93552227  .00000038  00000-0  57655-3 0  9996,2 10876 102.6178 117.8896 0100005 308.4774  78.3124 12.48735311219965
10876,1 10876U 76077DE  25120.93552227  .00000038  00000-0  57655-3 0  9996,2 10876 102.6178 117.8896 0100005 308.4774  78.3124 12.48735311219639
10976,1 10976U 78068B   25120.24177459  .00000013  00000-0  14170-2 0  9990,2 10976  21.6174 290.9696 7176336 221.1983  62.0572  2.22399155380209
10976,1 10976U 78068B   25120.24177459  .00000013  00000-0  14170-2 0  9990,2 10976  21.6174 290.9696 7176336 221.1983  62.0572  2.22399155376989
11057,1 11057U 78095A   25120.66990378 -.00000147  00000-0 -21176-2 0  9994,2 11057  63.5747  26.6394 5612259 314.6161  11.4823  4.09911982426699
11079,1 11079U 78095E   25120.94692965 -.00000094  00000-0  46570-3 0  9996,2 11079  63.9902 340.1672 7132603 275.9191  13.8735  2.23596917257193
11079,1 11079U 78095E   25120.94692965 -.00000094  00000-0  46570-3 0  9996,2 11079  63.9902 340.1672 7132603 275.9191  13.8735  2.23596917 83347
11158,1 11158U 78118A   25120.63260964 -.00000075  00000-0  00000+0 0  9999,2 11158  11.8367 166.8766 3149153 338.0839  11.1664  1.00309640118781
11158,1 11158U 78118A   25120.63260964 -.00000075  00000-0  00000-0 0  9990,2 11158  11.8367 166.8766 3149153 338.0839  11.1664  1.00309640118804
11560,1 11560U 79086C   25120.94042656 -.00000069  00000-0  00000+0 0  9994,2 11560   5.6211   9.1421 1318456 121.7502 251.4859  0.99683723 22121
11560,1 11560U 79086C   25120.94042573 -.00000069  00000-0  00000-0 0  9993,2 11560   5.6212   9.1418 1318438 121.7502 251.4856  0.99683717 22139
11940,1 11940U 73040B   25120.68007236 -.00000291  00000-0  00000+0 0  9993,2 11940   2.0244 254.6463 0030605  64.1461 296.2445  0.99566651 22503
11940,1 11940U 73040B   25120.68007236 -.00000291  00000-0  00000-0 0  9994,2 11940   2.0244 254.6463 0030605  64.1461 296.2445  0.99566651 22525
12086,1 12086U 80095E   25120.98951359 -.00000734  00000-0  00000+0 0  9992,2 12086  64.9194 177.2345 6588148  36.7644 354.1361  1.99090731322910
12086,1 12086U 80095E   25120.98951359 -.00000734  00000-0  00000-0 0  9993,2 12086  64.9194 177.2345 6588148  36.7644 354.1361  1.99090731322921
12295,1 12295U 81012A   25120.97262137  .00026787  00000-0  31106-2 0  9991,2 12295  28.4419 118.9229 4830344 315.7636  14.4122  5.92975643616308
12295,1 12295U 81012A   25120.97262137  .00026787  00000-0  31106-2 0  9991,2 12295  28.4419 118.9229 4830344 315.7636  14.4122  5.92975643616320
12580,1 12580U 76077DY  25120.81417333 -.00000244  00000-0 -40239-2 0  9995,2 12580 102.4411 248.1216 0618080  72.5724  76.9785 11.28324337940712
