NORAD_CAT_ID,TLE_LINE1,TLE_LINE2
38098,1 38098U 12011A   25108.11953259 -.00000049  00000-0  00000+0 0  9997,2 38098   0.0134 250.2311 0001693 138.0876 293.2988  1.00270896 47795
38101,1 38101U 12012A   25108.34212193 -.00000267  00000-0  00000+0 0  9995,2 38101   7.8696  60.4299 0004683 242.3460 340.3885  1.00350261 47812
38107,1 38107U 12013A   25108.90183666 -.00000094  00000-0  00000+0 0  9994,2 38107   0.0179 216.9353 0002743 186.8550 204.6470  1.00272029 47913
38166,1 38166U 99025ERP 25108.69563500  .00009220  00000-0  37405-2 0  9993,2 38166  99.0740 202.1583 0054495  13.8931 346.3733 14.27063164773648
38166,1 38166U 99025ERP 25108.69563500  .00009220  00000-0  37405-2 0  9993,2 38166  99.0740 202.1583 0054495  13.8931 346.3733 14.27063164603730
38176,1 38176U 11068D   25108.48031985  .00005030  00000-0  12841-2 0  9991,2 38176  98.2840 114.2435 0108128  18.3552 342.1496 14.47464702700221
38176,1 38176U 11068D   25108.48031985  .00005030  00000-0  12841-2 0  9991,2 38176  98.2840 114.2435 0108128  18.3552 342.1496 14.47464702700243
38178,1 38178U 11068F   25108.53631234  .00002309  00000-0  71649-3 0  9990,2 38178  98.7568 124.5324 0120356 238.8340 274.1030 14.38034360697391
38178,1 38178U 11068F   25108.53631234  .00002309  00000-0  71649-3 0  9990,2 38178  98.7568 124.5324 0120356 238.8340 274.1030 14.38034360697043
38179,1 38179U 11068G   25108.26760624  .00001416  00000-0  60666-3 0  9992,2 38179  98.8573 124.9288 0127807 239.7672 179.8704 14.22178736692560
38179,1 38179U 11068G   25108.26760624  .00001416  00000-0  60666-3 0  9992,2 38179  98.8573 124.9288 0127807 239.7672 179.8704 14.22178736692571
38187,1 38187U 11069D   25108.02603778 -.00000083  00000-0  00000+0 0  9994,2 38187   1.1267  46.8330 3799505 293.0243  31.7348  1.71974426 81726
38187,1 38187U 11069D   25108.60747538 -.00000083  00000-0  00000-0 0  9992,2 38187   1.1272  46.8219 3799370 293.0759  31.7032  1.71974474 81734
38197,1 38197U 93036BSM 25108.32353235  .00011852  00000-0  19431-2 0  9998,2 38197  73.9416 100.8909 0144202  29.1719 331.7404 14.64042254822566
38197,1 38197U 93036BSM 25108.32353235  .00011852  00000-0  19431-2 0  9998,2 38197  73.9416 100.8909 0144202  29.1719 331.7404 14.64042254822566
38212,1 38212U 93036BTC 25108.61185503  .00003503  00000-0  47551-3 0  9998,2 38212  74.0538 182.8091 0098403 312.1492  47.1351 14.75933200780831
38220,1 38220U 93036BTL 25108.53024233  .00022106  00000-0  28497-2 0  9997,2 38220  74.0184 182.4945 0011247 302.9701  57.0394 14.80931595819529
38220,1 38220U 93036BTL 25108.53024233  .00022106  00000-0  28497-2 0  9997,2 38220  74.0184 182.4945 0011247 302.9701  57.0394 14.80931595678320
38245,1 38245U 12016A   25108.18608296  .00000135  00000-0  00000+0 0  9996,2 38245   0.1019  89.4720 0003274 301.8530 289.8120  1.00271753 47659
38245,1 38245U 12016A   25108.82850406  .00000135  00000-0  00000+0 0  9999,2 38245   0.0998  89.3988 0003125 305.7023 157.9427  1.00268107 47669
38246,1 38246U 12016B   25108.81524270  .00007080  00000-0  10335-2 0  9997,2 38246  49.5471 270.0654 5031736  53.3196 343.1895  5.57741741257368
38246,1 38246U 12016B   25108.81524270  .00007080  00000-0  10335-2 0  9997,2 38246  49.5471 270.0654 5031736  53.3196 343.1895  5.57741741257368
38247,1 38247U 12016C   25108.84164590 -.00000127  00000-0  00000+0 0  9997,2 38247  24.8507 319.7046 6149244 205.1656 104.1498  2.19982421104366
38248,1 38248U 12017A   25108.53690178  .00023408  00000-0  60971-3 0  9994,2 38248  97.4960 135.7297 0001821 170.6693 189.4586 15.38876640716317
38248,1 38248U 12017A   25108.66695078  .00023688  00000-0  61683-3 0  9993,2 38248  97.4960 135.8631 0001831 169.8594 190.2689 15.38882409716337
38248,1 38248U 12017A   25108.08172648  .00025702  00000-0  66949-3 0  9991,2 38248  97.4958 135.2644 0001737 170.5782 189.5496 15.38856043716247
38250,1 38250U 12018A   25108.99450988 -.00000039  00000-0  00000+0 0  9990,2 38250  56.1132 319.1317 0020662 272.1305  87.6625  1.86233730 88394
38250,1 38250U 12018A   25108.99450988 -.00000039  00000-0  00000-0 0  9991,2 38250  56.1132 319.1317 0020662 272.1305  87.6625  1.86233730 88046
38256,1 38256U 12020A   25108.85905313  .00038580  00000-0  47736-3 0  9993,2 38256  97.6206 285.1430 0008645 179.9106 180.2153 15.59967532721580
38256,1 38256U 12020A   25108.21758131  .00038555  00000-0  47802-3 0  9993,2 38256  97.6203 284.4549 0008642 181.9465 178.1759 15.59913674721483
38256,1 38256U 12020A   25108.53831988  .00040292  00000-0  49885-3 0  9994,2 38256  97.6204 284.7989 0008654 180.9906 179.1335 15.59942170721537
38257,1 38257U 12021A   25108.53822574  .00013342  00000-0  55634-3 0  9992,2 38257  97.2462 252.8985 0003174 171.8304 188.2985 15.23802162721297
38257,1 38257U 12021A   25108.86656278  .00012779  00000-0  53292-3 0  9995,2 38257  97.2462 253.2158 0003200 170.6092 189.5206 15.23810651721343
38257,1 38257U 12021A   25108.20988702  .00012560  00000-0  52413-3 0  9995,2 38257  97.2462 252.5813 0003145 173.0017 187.1265 15.23791953721246
38263,1 38263U 07019C   25108.71321995  .00002732  00000-0  78041-3 0  9999,2 38263  97.9387  23.8230 0200009 220.7975 137.8092 14.34835819929059
38304,1 38304U 10009H   25108.94852032  .00000108  00000-0  48675-3 0  9999,2 38304  63.3091 279.0090 0285719  19.9314  58.2928 13.04140270719494
38309,1 38309U 11079C   25108.07624523  .00005937  00000-0  11784-2 0  9993,2 38309  97.9994 141.1553 0101374 167.3589 251.5426 14.59295136 67842
38309,1 38309U 11079C   25108.07624523  .00005937  00000-0  11784-2 0  9993,2 38309  97.9994 141.1553 0101374 167.3589 251.5426 14.59295136698516
38312,1 38312U 11079F   25108.16826483  .00004374  00000-0  11802-2 0  9991,2 38312  98.3073  79.4550 0109360 102.3991 323.1219 14.44845822643571
38314,1 38314U 11043D   25108.81146978  .00000270  00000-0  44527-3 0  9992,2 38314  99.5110 226.5631 0265998  84.0480  65.6825 13.42152441668069
38323,1 38323U 08056J   25108.10217800  .00001282  00000-0  82889-3 0  9994,2 38323  98.4972  65.2368 0196977 123.8098 297.0088 13.95316117833544
38323,1 38323U 08056J   25108.10217800  .00001282  00000-0  82889-3 0  9994,2 38323  98.4972  65.2368 0196977 123.8098 297.0088 13.95316117831744
38325,1 38325U 09072D   25108.23278093 -.00000003  00000-0  72924-4 0  9991,2 38325 100.5240 112.3548 0156225 242.8381 178.8281 13.46271600690996
38325,1 38325U 09072D   25108.23278093 -.00000003  00000-0  72924-4 0  9991,2 38325 100.5240 112.3548 0156225 242.8381 178.8281 13.46271600582132
38332,1 38332U 12023B   25108.48169707 -.00000320  00000-0  00000+0 0  9990,2 38332   0.0230  10.6563 0002491  36.3235 105.1223  1.00273202 47355
38333,1 38333U 12023C   25108.03696897  .00001952  00000-0  83613-3 0  9993,2 38333   1.4573 111.8267 7081473   5.5899 359.3243  2.52120640113088
38337,1 38337U 12025A   25108.86220785  .00001202  00000-0  27679-3 0  9997,2 38337  98.1981  50.5594 0001400  77.7746 348.5416 14.57094139687233
38338,1 38338U 12025B   25108.87392417  .00001134  00000-0  23366-3 0  9994,2 38338  98.3018  62.1424 0007147   5.4124 354.7153 14.62413702689449
38338,1 38338U 12025B   25108.53182114  .00001146  00000-0  23607-3 0  9999,2 38338  98.3018  61.7986 0007176   6.4696 353.6596 14.62412910689397
38338,1 38338U 12025B   25108.18971804  .00001186  00000-0  24403-3 0  9991,2 38338  98.3018  61.4547 0007207   7.5047 352.6260 14.62412076689349
38339,1 38339U 12025C   25108.19127101  .00001991  00000-0  30583-3 0  9996,2 38339  98.1445 196.5187 0006416 207.0846 153.0029 14.74688154693400
38339,1 38339U 12025C   25108.80193671  .00001987  00000-0  30515-3 0  9999,2 38339  98.1445 197.1328 0006472 204.8639 155.2259 14.74690874693491
38339,1 38339U 12025C   25108.46267803  .00002030  00000-0  31172-3 0  9990,2 38339  98.1445 196.7917 0006440 206.0682 154.0203 14.74689614693448
38340,1 38340U 12025D   25108.23786368  .00005989  00000-0  67177-3 0  9999,2 38340  98.1715 221.3829 0009975 128.0439 232.1678 14.87157280695894
38341,1 38341U 12025E   25108.85376457  .00004620  00000-0  44603-3 0  9992,2 38341  98.4339  46.6158 0045274 295.0517  64.6003 14.92646458699808
38343,1 38343U 12026B   25108.32989599 -.00000047  00000-0  00000+0 0  9993,2 38343   9.8205 170.6112 4129242 341.3733   7.2756  1.76702086 83479
38343,1 38343U 12026B   25108.32989599 -.00000047  00000-0  00000-0 0  9994,2 38343   9.8205 170.6112 4129242 341.3733   7.2756  1.76702086 83064
38345,1 38345U 12025F   25108.03312888  .00150488  00000-0  29791-2 0  9998,2 38345  98.2531 280.4443 0009109 255.4358 104.5879 15.46473511699598
38345,1 38345U 12025F   25108.55073672  .00145309  00000-0  28621-2 0  9997,2 38345  98.2531 281.0338 0009042 254.0174 106.0077 15.46640993699671
38346,1 38346U 12025G   25108.44674169  .00065497  00000-0  20193-2 0  9999,2 38346  98.2551 271.1148 0005670 271.7223  88.3367 15.33340967699170
38347,1 38347U 12025H   25108.19814698  .00007401  00000-0  79724-3 0  9991,2 38347  98.1663 220.1673 0007783  75.5828 284.6251 14.88735102695750
38352,1 38352U 12028A   25108.05332976 -.00000283  00000-0  00000+0 0  9998,2 38352   0.3518  90.8985 0001483 335.6244 257.3325  1.00269779 47371
38354,1 38354U 12029A   25108.20544254 -.00000034  00000-0  32800-4 0  9994,2 38354 100.7594 299.6000 0025413 171.2177 188.9386 13.18358724619447
38354,1 38354U 12029A   25108.50899536 -.00000033  00000-0  34733-4 0  9999,2 38354 100.7594 299.9098 0025417 170.5428 189.6168 13.18358745619485
38354,1 38354U 12029A   25108.81254818 -.00000021  00000-0  66985-4 0  9992,2 38354 100.7594 300.2196 0025421 169.8594 190.3037 13.18358776619523
38355,1 38355U 12029B   25108.82208076  .00000013  00000-0  86330-4 0  9995,2 38355  99.9129 359.4258 0162668 105.6443 256.2704 13.46236891633352
38356,1 38356U 12030A   25108.78081444 -.00000048  00000-0  00000+0 0  9995,2 38356   0.0120 227.3968 0003054 167.6686 259.1760  1.00271778 47250
38358,1 38358U 12031A   25108.25002315  .00011551  00000-0  77060-3 0  9994,2 38358   6.0288 327.6071 0010073 288.7544 202.0913 15.03139097700167
38379,1 38379U 65027CG  25108.64030332 -.00000210  00000-0 -71997-3 0  9998,2 38379  90.2355 354.7888 0026110 285.2133  74.6102 13.00277251 77588
38380,1 38380U 65027CH  25108.50228710 -.00000362  00000-0 -12353-2 0  9992,2 38380  90.2723 310.8640 0019378  14.7869 345.3816 12.99504813 76388
38386,1 38386U 65027CP  25108.74279444  .00001073  00000-0  34856-2 0  9994,2 38386  90.2733  23.0757 0030238 260.3897  99.3808 13.01018370602479
38427,1 38427U 65027EG  25108.62886089 -.00000423  00000-0 -16089-2 0  9994,2 38427  90.2390 351.6206 0030094 208.5633 151.3837 12.91610178 91852
38430,1 38430U 65027EK  25108.68072026  .00000245  00000-0  78760-3 0  9997,2 38430  90.2589  12.3669 0056950  27.3357 333.0742 12.99665048522407
38485,1 38485U 93036BTV 25108.87965767  .00068873  00000-0  40834-2 0  9993,2 38485  73.9947 279.4005 0024508 124.1417 236.2104 15.10766464142774
38512,1 38512U 99025ESX 25108.71211158  .00002569  00000-0  23252-2 0  9994,2 38512  98.3929  19.4788 0229858  26.8419 334.4412 13.73200881145095
38512,1 38512U 99025ESX 25108.71211158  .00002569  00000-0  23252-2 0  9994,2 38512  98.3929  19.4788 0229858  26.8419 334.4412 13.73200881563022
38514,1 38514U 99025ESZ 25108.97789821  .00009097  00000-0  36121-2 0  9993,2 38514  98.0370 162.5958 0287746 342.7127  16.4401 14.08772621873547
38514,1 38514U 99025ESZ 25108.97789821  .00009097  00000-0  36121-2 0  9993,2 38514  98.0370 162.5958 0287746 342.7127  16.4401 14.08772621846424
38529,1 38529U 12034B   25108.69912273 -.00000045  00000-0  00000+0 0  9991,2 38529   5.9873  63.7003 0190729 169.1844 191.1971  1.03149981 22235
38529,1 38529U 12034B   25108.69912359 -.00000045  00000-0  00000-0 0  9997,2 38529   5.9874  63.7005 0190721 169.1838 191.1978  1.03149982 22264
38547,1 38547U 91032G   25108.20981896  .00000606  00000-0  24869-3 0  9995,2 38547  98.4862  98.0832 0005498 147.2443 212.9082 14.30562989 81591
38551,1 38551U 12035A   25108.48794618 -.00000067  00000-0  00000+0 0  9999,2 38551   0.0186 228.0337 0001984 156.7233 250.6640  1.00270804 46862
38552,1 38552U 12035B   25108.17669987  .00000006  00000-0  00000+0 0  9998,2 38552   3.6671  62.0395 0000869 342.3775 226.2777  1.00264904 46950
38553,1 38553U 12035C   25108.76377163  .00005603  00000-0  12052-2 0  9997,2 38553   5.9111 189.8646 7114421 252.9874  23.5942  2.49721656111451
38553,1 38553U 12035C   25108.76377163  .00005603  00000-0  12052-2 0  9997,2 38553   5.9111 189.8646 7114421 252.9874  23.5942  2.49721656111473
38554,1 38554U 12035D   25108.64078987  .00012113  00000-0  33341-2 0  9995,2 38554   5.7922 304.1133 5878853  26.3497 354.3669  4.20376522137347
38577,1 38577U 08011Y   25108.28953763 -.00000878  00000-0 -49516-2 0  9991,2 38577  48.7633 143.7853 6603781 100.2833 359.7432  2.99653863157256
38579,1 38579U 08011AA  25108.41858738  .00000070  00000-0  00000+0 0  9998,2 38579  48.5004 219.9851 6373665  51.3545 350.1941  2.99343971152669
38579,1 38579U 08011AA  25108.41858738  .00000070  00000-0  00000-0 0  9999,2 38579  48.5004 219.9851 6373665  51.3545 350.1941  2.99343971152557
38593,1 38593U 08011AQ  25108.03767452 -.00000556  00000-0 -12250-2 0  9998,2 38593  49.1245  81.6792 6622286 147.9918 279.4863  3.03370328156582
38600,1 38600U 08011AX  25108.45542885  .00000144  00000-0  10448-2 0  9992,2 38600  49.1624 343.7059 6494893 250.1078  32.4383  3.14604599161374
38602,1 38602U 08011AZ  25108.69029578 -.00000015  00000-0  95616-4 0  9999,2 38602  48.7579 275.7735 6371615 333.1454   4.6149  3.27970181168433
38602,1 38602U 08011AZ  25108.69029578 -.00000015  00000-0  95616-4 0  9999,2 38602  48.7579 275.7735 6371615 333.1454   4.6149  3.27970181168286
38609,1 38609U 08011BG  25108.32680929  .00001206  00000-0  47470-2 0  9994,2 38609  47.9610 222.7366 6166452  60.6994 346.7956  3.58329735169648
38609,1 38609U 08011BG  25108.32680929  .00001206  00000-0  47470-2 0  9994,2 38609  47.9610 222.7366 6166452  60.6994 346.7956  3.58329735169570
38612,1 38612U 08011BK  25108.70828125 -.00000182  00000-0 -54512-2 0  9991,2 38612  47.9975 191.3424 6383906 155.8984 356.8523  3.01962044156498
38619,1 38619U 08011BS  25108.48279787  .00000049  00000-0  00000+0 0  9997,2 38619  48.7215 208.6016 6366393  48.5636 350.8234  3.05799520153427
38619,1 38619U 08011BS  25108.48279787  .00000049  00000-0  00000-0 0  9998,2 38619  48.7215 208.6016 6366393  48.5636 350.8234  3.05799520153034
38640,1 38640U 08011CP  25108.60673258  .00000379  00000-0  69287-2 0  9997,2 38640  48.2665 172.1758 6459768 106.4960   1.8214  3.01781442154709
38645,1 38645U 08011CU  25108.68917192 -.00000662  00000-0 -17221-1 0  9995,2 38645  48.4976 168.8860 6427595  90.1533 339.0444  3.06690704161125
38645,1 38645U 08011CU  25108.68917192 -.00000662  00000-0 -17221-1 0  9995,2 38645  48.4976 168.8860 6427595  90.1533 339.0444  3.06690704161114
38648,1 38648U 08011CX  25108.36837491  .00002085  00000-0  11340-1 0  9991,2 38648  48.8341 107.9856 6568287 135.1855 354.6759  3.03301522161067
38650,1 38650U 08011CZ  25108.62572358 -.00000039  00000-0 -30134-2 0  9993,2 38650  48.6742 176.3920 6415580  77.3482  15.7445  3.06712489162255
38650,1 38650U 08011CZ  25108.62572358 -.00000039  00000-0 -30134-2 0  9993,2 38650  48.6742 176.3920 6415580  77.3482  15.7445  3.06712489161894
38651,1 38651U 08011DA  25108.68384810 -.00000189  00000-0 -81797-2 0  9991,2 38651  48.6760 190.9487 6397799  64.7237  21.5666  3.06081302161921
38654,1 38654U 12036C   25108.83720003  .00006814  00000-0  10435-2 0  9991,2 38654  49.6479  98.5948 5084056 262.1644  39.7985  5.48821419248303
38654,1 38654U 12036C   25108.83720003  .00006814  00000-0  10435-2 0  9991,2 38654  49.6479  98.5948 5084056 262.1644  39.7985  5.48821419248358
38657,1 38657U 09072E   25108.07203767  .00000194  00000-0  54279-3 0  9999,2 38657 100.2731 200.5688 0131927 309.9269 172.8257 13.22904996736581
38657,1 38657U 09072E   25108.07203767  .00000194  00000-0  54279-3 0  9999,2 38657 100.2731 200.5688 0131927 309.9269 172.8257 13.22904996736299
38660,1 38660U 09072H   25108.92256084  .00000066  00000-0  38134-3 0  9997,2 38660 100.5290 350.4891 0154918 268.4139 148.1493 12.92799677715421
38663,1 38663U 12029E   25108.07448013  .00000288  00000-0  92138-3 0  9997,2 38663 100.1770  60.3016 0138688   9.9140 350.4656 13.08756341554312
38664,1 38664U 12029F   25108.07151147  .00000136  00000-0  47478-3 0  9996,2 38664 100.1087  59.1694 0136189 278.7580  79.8129 13.12537769616581
38664,1 38664U 12029F   25108.07151147  .00000136  00000-0  47478-3 0  9996,2 38664 100.1087  59.1694 0136189 278.7580  79.8129 13.12537769554852
38690,1 38690U 68081Q   25108.74614336  .00000054  00000-0  00000+0 0  9997,2 38690   1.7047 352.1745 0256621 347.8159  11.0444  0.99325331 74890
38690,1 38690U 68081Q   25108.74625770  .00000055  00000-0  00000-0 0  9993,2 38690   1.7046 352.2218 0256600 347.7700  11.0885  0.99325465 46271
38692,1 38692U 68081S   25108.37657294 -.00000105  00000-0  00000+0 0  9996,2 38692   1.7689 352.7853 0328569 316.8908  40.0593  0.99216558 63074
38692,1 38692U 68081S   25108.37661833 -.00000105  00000-0  00000+0 0  9990,2 38692   1.7692 352.7903 0327949 316.9037  40.0519  0.99215362 63079
38692,1 38692U 68081S   25108.37661833 -.00000105  00000-0  00000-0 0  9991,2 38692   1.7692 352.7903 0327949 316.9037  40.0519  0.99215362 37171
38697,1 38697U 68081X   25108.45262868  .00000048  00000-0  00000+0 0  9994,2 38697   4.5206  40.0985 0682417  25.9999 337.1535  1.01496778 70545
38697,1 38697U 68081X   25108.45272031  .00000048  00000-0  00000+0 0  9997,2 38697   4.5207  40.0986 0684396  26.0703 337.1004  1.01496986 70542
38698,1 38698U 68081Y   25108.95460875 -.00000166  00000-0  00000+0 0  9990,2 38698   2.5038  73.5930 0209043 177.9947 182.1442  1.04405899 81385
38698,1 38698U 68081Y   25108.95461903 -.00000166  00000-0  00000+0 0  9993,2 38698   2.5038  73.5904 0209009 177.9926 182.1463  1.04404439 81387
38698,1 38698U 68081Y   25108.95462544 -.00000166  00000-0  00000-0 0  9996,2 38698   2.5037  73.5942 0208925 177.9560 182.1845  1.04405060 81349
38698,1 38698U 68081Y   25108.95462544 -.00000166  00000-0  00000+0 0  9995,2 38698   2.5037  73.5942 0208925 177.9560 182.1845  1.04405060 81383
38700,1 38700U 68081AA  25108.50958069 -.00000017  00000-0  00000+0 0  9997,2 38700   1.3134  53.7776 0121475 215.0383 144.0084  1.02729828 60342
38702,1 38702U 68081AC  25108.91966307  .00000064  00000-0  00000-0 0  9990,2 38702   0.6925 347.6703 0223498  85.5329 289.2394  1.02224668 65384
38703,1 38703U 68081AD  25108.22971786 -.00000038  00000-0  00000+0 0  9993,2 38703   1.8333  84.1527 0243966  57.0955 305.4070  1.05420140 71553
38704,1 38704U 68081AE  25108.45045903 -.00000170  00000-0  00000+0 0  9999,2 38704   3.1300  64.7198 0211023 217.9097 140.5661  1.02197916 71681
38705,1 38705U 68081AF  25108.96928569 -.00000075  00000-0  00000-0 0  9999,2 38705   2.2197  58.2720 0292151 355.7586   3.9274  1.02086420 70734
38705,1 38705U 68081AF  25108.96928569 -.00000075  00000-0  00000+0 0  9998,2 38705   2.2197  58.2720 0292151 355.7586   3.9274  1.02086420 70778
38709,1 38709U 12039C   25108.26778940  .00000295  00000-0  14625-3 0  9998,2 38709  98.9472 211.8919 0010126 320.1953  39.8481 14.24791247662190
38711,1 38711U 12039E   25108.27186814  .00000341  00000-0  16493-3 0  9992,2 38711  98.9424 211.4924 0010626 317.7629  42.2730 14.25202341662311
38724,1 38724U 99025ETR 25108.25677284  .00012987  00000-0  66785-2 0  9997,2 38724  98.7411 122.8418 0132143  31.5851 329.3167 14.10940588696225
38724,1 38724U 99025ETR 25108.25677284  .00012987  00000-0  66785-2 0  9997,2 38724  98.7411 122.8418 0132143  31.5851 329.3167 14.10940588532572
38728,1 38728U 99025ETV 25108.12019972  .00013381  00000-0  23118-2 0  9993,2 38728  99.2407  64.5480 0081867  66.1614 358.6564 14.66350590751641
38730,1 38730U 12040A   25108.30982936 -.00000189  00000-0  00000+0 0  9992,2 38730   4.7999  66.7661 0014444 130.6554  72.0058  0.98924520 46656
38733,1 38733U 12041A   25108.84062268  .00000023  00000-0  96199-4 0  9997,2 38733  82.4769 339.7824 0017948 282.0988  77.8080 12.42423906577130
38734,1 38734U 12041B   25108.16740130  .00000026  00000-0  11221-3 0  9999,2 38734  82.4756 331.0112 0015820 273.9287  85.9985 12.44884123577846
38735,1 38735U 12041C   25108.16602854  .00000029  00000-0  14321-3 0  9997,2 38735  82.4786 339.7168 0016535 275.8881  84.0314 12.42629640577149
38736,1 38736U 12041D   25108.18604247  .00000023  00000-0  96560-4 0  9998,2 38736  82.4810 336.3468 0024191 262.6831  97.1500 12.43886752577535
38740,1 38740U 12043A   25108.04742189 -.00000015  00000-0  00000+0 0  9999,2 38740   0.0103 177.2231 0002678  10.3393 104.4127  1.00271401 46569
38741,1 38741U 12043B   25108.51934397 -.00000249  00000-0  00000+0 0  9995,2 38741   1.3276  86.3056 0001356 320.0553 275.0098  1.00272306 46591
38745,1 38745U 12044B   25108.81694764  .00062244  53394-5  12110-2 0  9993,2 38745  49.8468 319.3134 1732942 135.3359 240.0939 12.06569262508783
38746,1 38746U 12044C   25108.51258469  .00029245  00000-0  15492-2 0  9990,2 38746  49.6611 202.5434 2156612 159.9053 210.1863 11.03005286486388
38749,1 38749U 12045A   25108.06502933 -.00000276  00000-0  00000+0 0  9992,2 38749   0.0119 216.3345 0001999 184.2039 131.3104  1.00272780 46373
38750,1 38750U 12045B   25108.57273562  .00002234  00000-0  12817-2 0  9990,2 38750   0.4754 341.1157 7102230 199.4958 177.3329  2.48631899110270
38755,1 38755U 12047A   25108.48661483  .00000773  00000-0  17608-3 0  9990,2 38755  98.1805 177.2509 0001038  93.6354 266.4964 14.58560791671179
38755,1 38755U 12047A   25108.82962174  .00000723  00000-0  16532-3 0  9999,2 38755  98.1804 177.5886 0001033  93.4518 266.6800 14.58561198671223
38755,1 38755U 12047A   25108.14360777  .00000813  00000-0  18475-3 0  9993,2 38755  98.1805 176.9132 0001037  93.1292 267.0026 14.58560444671128
38756,1 38756U 12047B   25108.13172194  .00002253  00000-0  29668-3 0  9993,2 38756  98.2463  12.7902 0010802 352.7209   7.3844 14.81174674679385
38756,1 38756U 12047B   25108.53704965  .00002257  00000-0  29715-3 0  9991,2 38756  98.2462  13.2070 0010776 351.3506   8.7518 14.81176691679442
38756,1 38756U 12047B   25108.80726778  .00002213  00000-0  29150-3 0  9992,2 38756  98.2462  13.4848 0010742 350.4068   9.6937 14.81177934679483
38757,1 38757U 12047C   25108.09726216  .00002022  00000-0  26031-3 0  9994,2 38757  98.3214 290.6339 0004279 296.0771  64.0000 14.82282424679903
38759,1 38759U 12048B   25108.40727657  .00013840  00000-0  66107-3 0  9990,2 38759  64.6552 116.2687 0138793 295.5741  63.1087 15.11100845 51767
38761,1 38761U 12048D   25108.19357261  .00024352  00000-0  86755-3 0  9990,2 38761  64.6646  67.3119 0115930 288.5793  70.2770 15.22684860 51255
38763,1 38763U 12048F   25108.12927571  .00020471  00000-0  88919-3 0  9994,2 38763  64.6554 102.9534 0130095 292.8315  65.9111 15.14948634 52118
38764,1 38764U 12048G   25108.13807539  .00029470  00000-0  10137-2 0  9991,2 38764  64.6526  64.4034 0114309 287.7902  71.0779 15.23870903 52021
38765,1 38765U 12048H   25108.19929436  .00012951  00000-0  62273-3 0  9994,2 38765  64.6559 122.0263 0138225 294.8351  63.8447 15.10983929 50986
38770,1 38770U 12048N   25108.94952695  .00038148  00000-0  84575-3 0  9991,2 38770  64.6419 265.9591 0096117 289.2538  69.8217 15.38716993 52838
38771,1 38771U 12049A   25108.80247584  .00000240  00000-0  12920-3 0  9999,2 38771  98.5821 164.4630 0001852 118.1019 242.0346 14.21480208652961
38771,1 38771U 12049A   25108.16897421  .00000245  00000-0  13140-3 0  9999,2 38771  98.5822 163.8469 0001837 118.8050 241.3312 14.21479817652879
38771,1 38771U 12049A   25108.45053047  .00000254  00000-0  13558-3 0  9992,2 38771  98.5822 164.1207 0001844 118.5476 241.5888 14.21480041652916
38775,1 38775U 12050B   25108.63612423  .00000016  00000-0  00000+0 0  9997,2 38775  56.1719  76.9731 0014637 339.4766  20.4433  1.86231066 85757
38778,1 38778U 12051A   25108.53923958  .00000158  00000-0  00000+0 0  9995,2 38778   0.0575 253.8295 0000260 341.1226 194.2816  1.00274385 46037
38779,1 38779U 12051B   25108.90183666 -.00000157  00000-0  00000+0 0  9991,2 38779   0.0724 262.7745 0007227 180.0104 172.1391  1.00271525 46034
38782,1 38782U 12052A   25108.87270720  .00001635  00000-0  22813-3 0  9991,2 38782  97.5765 103.5106 0018359 178.9428 181.1827 14.78825803676878
38782,1 38782U 12052A   25108.53439285  .00001587  00000-0  22175-3 0  9994,2 38782  97.5766 103.1920 0018340 180.0090 180.1125 14.78824585676829
38782,1 38782U 12052A   25108.19607846  .00001628  00000-0  22726-3 0  9994,2 38782  97.5766 102.8733 0018323 181.1084 179.0090 14.78823310676770
38860,1 38860U 12056A   25108.21641904  .00002311  00000-0  28077-3 0  9996,2 38860  97.6230  92.3550 0025186 212.8514 147.1137 14.84224218675731
38860,1 38860U 12056A   25108.89058742  .00002394  00000-0  29051-3 0  9996,2 38860  97.6229  92.9994 0025247 210.5776 149.3969 14.84227803675831
38860,1 38860U 12056A   25108.55350336  .00002442  00000-0  29629-3 0  9998,2 38860  97.6230  92.6772 0025215 211.7062 148.2636 14.84226290675782
38861,1 38861U 12056B   25108.52963413  .00004272  00000-0  45953-3 0  9993,2 38861  97.5670 104.8541 0015946 179.9983 180.1237 14.88920696676505
38861,1 38861U 12056B   25108.93286040  .00004168  00000-0  44844-3 0  9994,2 38861  97.5671 105.2397 0015978 178.6606 181.4657 14.88924147676564
38861,1 38861U 12056B   25108.86565607  .00004189  00000-0  45062-3 0  9991,2 38861  97.5670 105.1754 0015976 178.8867 181.2389 14.88923552676556
38863,1 38863U 12056D   25108.20333359  .00015931  00000-0  97675-3 0  9992,2 38863  97.5927 173.6662 0013354  95.4791 264.7962 15.10158757678895
38867,1 38867U 12057A   25108.16610046 -.00000276  00000-0  00000+0 0  9992,2 38867   0.0150 197.5063 0000545 265.5982 110.1965  1.00268436 45846
38868,1 38868U 12057B   25108.04026205 -.00000136  00000-0  00000+0 0  9993,2 38868  10.9784  59.7711 0529362  36.2071 156.5363  0.88385732 40388
38869,1 38869U 12057C   25108.96505375 -.00000140  00000-0  21206-3 0  9995,2 38869  46.1348 334.6935 7167952 206.2732  84.7537  2.29737138103936
