NORAD_CAT_ID,TLE_LINE1,TLE_LINE2
224,1 00224U 61015BL  25160.94158674  .00000853  00000-0  50310-3 0  9997,2 00224  66.7375  16.2950 0071549 291.8962 166.2259 14.11422054259977
225,1 00225U 61015BM  25160.93946054  .00000809  00000-0  28568-3 0  9995,2 00225  66.7951 149.8925 0095445 140.7406 220.0670 14.37253552304216
227,1 00227U 62002B   25160.54358462  .00000174  00000-0  99162-4 0  9995,2 00227  48.1462 223.6311 0128355 323.3263  35.8899 14.40354484290574
227,1 00227U 62002B   25160.47421124  .00000187  00000-0  10270-3 0  9999,2 00227  48.1462 223.9426 0128344 323.0429  36.1676 14.40354507290565
228,1 00228U 62002C   25160.88899216  .00013316  00000-0  44443-3 0  9993,2 00228  48.4345 101.7512 0009374 191.1224 168.9506 15.31212127385705
230,1 00230U 61015BN  25160.69799623  .00000010  00000-0  60547-4 0  9990,2 00230  66.8834 244.5739 0086398  80.8958 280.1888 13.96691583253734
232,1 00232U 61015BQ  25160.88679978  .00000210  00000-0  19152-3 0  9990,2 00232  66.8217  56.8179 0056880   3.3335 356.8116 14.00544204254857
233,1 00233U 61015BR  25160.34620768  .00077255  00000-0  27902-2 0  9999,2 00233  66.8230 139.9717 0017356 309.2230  50.7377 15.27902861323922
234,1 00234U 61015BS  25160.89597319  .00000271  00000-0  21726-3 0  9998,2 00234  66.8770   7.4747 0066338  34.6750 325.8634 14.03796397259179
235,1 00235U 61015BT  25160.90972258  .00000291  00000-0  18075-3 0  9995,2 00235  66.9536 125.5283 0168247 255.7744 102.4608 14.10948989268803
243,1 00243U 61015BY  25160.53530441  .00000588  00000-0  44285-3 0  9998,2 00243  66.4620 222.8316 0033897 315.7381  44.0990 14.01144213231662
244,1 00244U 61015BZ  25160.09744127  .00000111  00000-0  13581-3 0  9995,2 00244  66.8418  66.2785 0071465 343.6393  16.2382 13.95563236247078
244,1 00244U 61015BZ  25160.88576360  .00000097  00000-0  12527-3 0  9996,2 00244  66.8418  64.3416 0071517 343.1039  16.7661 13.95563518247188
245,1 00245U 61015CA  25160.93011355  .00000707  00000-0  38783-3 0  9991,2 00245  66.1039  69.0341 0042036  49.3534 311.1196 14.17478021275106
246,1 00246U 61015CB  25160.93196202  .00000003  00000-0  66541-4 0  9990,2 00246  66.8702  11.1657 0061978  30.6725 329.7951 13.86096117572279
252,1 00252U 61015CD  25160.88845713  .00000242  00000-0  31237-3 0  9997,2 00252  67.0793 345.6819 0047629 117.6185 345.2345 13.77558648200042
253,1 00253U 61015CE  25160.83281235  .00022937  00000-0  15679-2 0  9992,2 00253  66.9130   8.2119 0016416 324.0002  36.0029 15.06018736323338
253,1 00253U 61015CE  25160.30152173  .00025336  00000-0  17315-2 0  9997,2 00253  66.9131   9.7666 0016337 324.6086  35.3967 15.05992917323257
254,1 00254U 61015CF  25160.52746738  .00001235  00000-0  32879-3 0  9993,2 00254  66.7716 205.8065 0063471 355.4352   4.6170 14.50816306319588
260,1 00260U 61015CG  25160.91420724  .00001753  00000-0  54879-3 0  9996,2 00260  66.7672 113.5386 0040582  28.7190 331.6137 14.42517457302613
261,1 00261U 61015CH  25160.71326986  .00000103  00000-0  11762-3 0  9992,2 00261  66.6814 261.8933 0094036 233.0151 126.2298 14.00870762259912
262,1 00262U 61015CJ  25160.93980749  .00003382  00000-0  75870-3 0  9992,2 00262  66.4653  14.5430 0065708 342.8744  17.0147 14.56533092304237
263,1 00263U 61015CK  25160.97364712  .00000791  00000-0  23475-3 0  9998,2 00263  66.5303  55.4001 0097616 179.0373 281.5751 14.46055523329457
268,1 00268U 61015CN  25160.48006300  .00000163  00000-0  62604-3 0  9995,2 00268  67.9363 170.1104 0645495  55.7128  90.3309 12.51472188906612
273,1 00273U 62010C   25160.91241902  .00000015  00000-0  22154-2 0  9995,2 00273  86.6685 351.5397 0322537 318.2854  39.3864  9.43816529176160
274,1 00274U 62010D   25160.00639799 -.00000020  00000-0 -47475-2 0  9992,2 00274  86.6669  27.5670 0350874 265.2758  90.7999  9.39385412165745
299,1 00299U 61015CQ  25160.37993232  .00000173  00000-0  24657-3 0  9993,2 00299  67.1660 178.5990 0196505 216.4315 142.3251 13.68828807178033
309,1 00309U 62025A   25160.93957207  .00000267  00000-0  77861-4 0  9991,2 00309  58.0878 147.5157 0189957 112.2776 249.8516 14.60030120327458
312,1 00312U 62025C   25160.75457794  .00001307  00000-0  23792-3 0  9990,2 00312  58.2471 309.2705 0194973 165.7610 194.9028 14.60613521304481
320,1 00320U 61015CW  25160.71732961  .00000178  00000-0  93977-4 0  9993,2 00320  66.9057 291.2563 0139720 308.3361  50.5245 14.29202005315122
323,1 00323U 61015CZ  25160.81624949  .00000095  00000-0  86973-4 0  9999,2 00323  66.8398 326.3940 0077694 355.5388   4.5002 14.15910197276258
324,1 00324U 61015DA  25160.64779002  .00000643  00000-0  37859-3 0  9999,2 00324  66.8664 252.5372 0074101 300.1369  59.2392 14.12882729270438
325,1 00325U 61015DB  25160.84981800  .00000516  00000-0  26365-3 0  9992,2 00325  66.9149 337.6971 0063009 309.2990  50.2528 14.22321311280599
327,1 00327U 61015DD  25160.27046208  .00000068  00000-0  11195-3 0  9992,2 00327  66.5423 228.0550 0110968  10.5262 349.8100 13.90676058234888
334,1 00334U 61015DL  25160.95627728  .00000000  00000-0  58050-4 0  9995,2 00334  66.9250   9.6429 0078414   6.5870 353.6221 13.91668434244265
335,1 00335U 61015DM  25160.98067154  .00000735  00000-0  36774-3 0  9993,2 00335  66.8409   5.8071 0030399  83.7975 276.6582 14.22002876274371
335,1 00335U 61015DM  25160.62900357  .00000759  00000-0  37846-3 0  9992,2 00335  66.8408   6.7097 0030364  84.0446 276.4109 14.22002428274328
336,1 00336U 61015DN  25160.90682264  .00000047  00000-0  13371-3 0  9995,2 00336  67.0312 342.1642 0074116  38.6411  80.2315 13.69087247188235
337,1 00337U 61015DP  25160.90236959  .00000116  00000-0  18676-3 0  9992,2 00337  67.0089  81.6706 0100314 171.8853 188.3872 13.76088615193550
340,1 00340U 62029A   25160.76151366  .00000027  00000-0  55014-3 0  9992,2 00340  44.8013 292.9458 2423210 121.9966  12.2436  9.12889824 98439
341,1 00341U 62029B   25160.47637485  .00000039  00000-0  44894-3 0  9999,2 00341  44.7960 191.3119 2426267 237.5348 298.1695  9.14320912101032
350,1 00350U 61015DQ  25160.90621088  .00000154  00000-0  98720-4 0  9999,2 00350  66.9118 103.9566 0118492  69.8737 291.5062 14.22325514310004
351,1 00351U 61015DR  25160.91494949  .00005735  00000-0  80705-3 0  9998,2 00351  66.7448  62.3887 0032765 257.7845 101.9607 14.77687876322575
354,1 00354U 61015DU  25160.60864409  .00000194  00000-0  37936-3 0  9991,2 00354  67.0657 218.9591 0169909 212.3666 312.3429 13.49269092427608
355,1 00355U 61015DV  25160.89965360  .00000362  00000-0  73525-3 0  9992,2 00355  67.2256  99.7261 0235018 110.4432 311.2522 13.33698104 99373
357,1 00357U 61015DX  25160.94198477  .00001086  00000-0  67699-3 0  9996,2 00357  66.8080 102.7912 0002705 122.4025 237.7325 14.08626649243416
369,1 00369U 62039A   25160.61520353  .00001163  00000-0  11856-3 0  9992,2 00369  98.4999 212.2149 0080036 259.6797  99.5389 14.90699771360073
397,1 00397U 62047A   25160.72098288  .00000951  00000-0  10811-3 0  9995,2 00397  58.3035 261.4371 0011533  47.4352 312.7667 14.94595036356616
402,1 00402U 61015EB  25160.08647487  .00004997  00000-0  93938-3 0  9991,2 00402  66.6535 192.9254 0035505 247.2767 112.4595 14.65069264286415
402,1 00402U 61015EB  25160.90566290  .00005160  00000-0  96925-3 0  9996,2 00402  66.6532 190.6538 0035486 246.8255 112.9121 14.65078982286537
403,1 00403U 61015EC  25160.93243902 -.00000029  00000-0  42783-4 0  9996,2 00403  66.8410  98.9706 0014639  69.6809 351.5264 13.81155889219742
404,1 00404U 61015ED  25160.42947881  .00000336  00000-0  73630-3 0  9992,2 00404  66.4671 165.6825 0555005  10.3260 350.8626 12.92154696995115
406,1 00406U 61015EF  25160.95409108  .00000380  00000-0  49370-3 0  9990,2 00406  66.7760 150.8457 0128074 284.7549 105.6909 13.69178797170236
407,1 00407U 61015EG  25160.93689106  .00103404  00000-0  44401-2 0  9997,2 00407  66.2960  93.6538 0018596 210.6045 149.4013 15.21953846276925
408,1 00408U 61015EH  25160.77142441  .00000194  00000-0  26771-3 0  9999,2 00408  66.7866 278.0918 0063637   7.5072 104.0709 13.76813496254420
409,1 00409U 61015EJ  25160.63476146  .00000790  00000-0  34703-3 0  9993,2 00409  66.7129 241.1529 0055662  84.3530 276.3911 14.27932591288096
410,1 00410U 61015EK  25160.56758946  .00000031  00000-0  10795-3 0  9991,2 00410  66.6919 210.8212 0021824 259.4671 214.5388 13.76531158208787
416,1 00416U 61015ER  25160.95516949  .00000331  00000-0  21157-3 0  9992,2 00416  66.4878 153.1336 0070922  55.5523 305.2240 14.14287710279200
417,1 00417U 61015ES  25160.91149241  .00000612  00000-0  31800-3 0  9994,2 00417  66.7452  87.7793 0068874   4.1148 356.0497 14.20143869284620
424,1 00424U 62049A   25160.75390227  .00000094  00000-0  96854-4 0  9999,2 00424  80.4671 264.9032 0023944 118.1838 242.1731 13.69513884130132
426,1 00426U 62049B   25160.87036295  .00000041  00000-0  37369-4 0  9994,2 00426  80.4708 275.8370 0018713 108.6370  13.3482 13.68714383129791
446,1 00446U 62060A   25160.77405337 -.00000100  00000-0  51501-4 0  9996,2 00446  50.1418 261.2778 0070000 350.1201 174.8947 13.35348154 53945
447,1 00447U 62060B   25160.95489235 -.00000122  00000-0  10025-4 0  9996,2 00447  50.1305  75.2523 0065753 145.3024 299.3145 13.39151482 62198
461,1 00461U 61015EX  25160.85208335  .00012038  00000-0  11864-2 0  9998,2 00461  67.4996  62.0101 0030328 317.1444  42.7329 14.91919497329986
463,1 00463U 61015EZ  25160.91863704  .00002432  00000-0  58228-3 0  9997,2 00463  66.7684 341.6398 0045663 192.4270 167.5720 14.54653376314937
465,1 00465U 61015FB  25160.45102653  .00001179  00000-0  40675-3 0  9991,2 00465  66.3157 182.0443 0035138 209.4722 150.4397 14.39113971292431
467,1 00467U 61015FD  25160.57567702  .00002367  00000-0  28796-2 0  9995,2 00467  66.5589 235.9555 0242728 191.8822 167.6448 13.56016873230391
469,1 00469U 61015FF  25160.43604661  .00001012  00000-0  38498-3 0  9995,2 00469  66.8338  52.7709 0051233 118.3818 242.2462 14.34204438299543
469,1 00469U 61015FF  25160.85445851  .00000962  00000-0  36748-3 0  9994,2 00469  66.8338  51.6750 0051225 118.0353 242.5943 14.34205159299604
475,1 00475U 61015FM  25160.78064835  .00001525  00000-0  66026-3 0  9990,2 00475  66.2212 279.1409 0147330 330.9337  28.3606 14.21405531234814
478,1 00478U 61015FQ  25160.44134908  .00007638  00000-0  90195-3 0  9990,2 00478  66.0603 187.4805 0033500 208.4536 151.4757 14.84836086328634
480,1 00480U 61015FS  25160.87158597  .00001263  00000-0  41009-3 0  9998,2 00480  66.2379 352.1523 0077307  11.2595 349.0211 14.40639318301569
503,1 00503U 62068A   25160.45325433 -.00000030  00000-0  00000-0 0  9997,2 00503  47.4916 181.9348 2841405 126.7079   8.5323  7.78158348776463
506,1 00506U 62070A   25160.85189981 -.00000044  00000-0  67458-4 0  9992,2 00506  52.0036  37.2912 0276721  21.5733 339.6588 13.85691744157136
510,1 00510U 62049C   25160.49176885  .00000067  00000-0  65452-4 0  9998,2 00510  80.5138 332.8498 0015235 337.5485  54.4589 13.70012414131633
511,1 00511U 62049D   25160.57465431  .00000087  00000-0  91660-4 0  9998,2 00511  80.4274 201.4441 0031073 213.5472 301.6459 13.68509804128618
516,1 00516U 61015FT  25160.94929571  .00000304  00000-0  29132-3 0  9992,2 00516  65.9960   8.6344 0085247 335.4720  24.2308 13.92548527236550
530,1 00530U 61015FU  25160.75580135  .00000091  00000-0  11324-3 0  9993,2 00530  66.8777 166.7132 0072230  76.8615 284.0516 13.99251833255512
537,1 00537U 61015FW  25160.70168419  .00000338  00000-0  45411-3 0  9990,2 00537  67.2260 254.0808 0175946 212.1247 300.9108 13.64715781964427
538,1 00538U 61015FX  25160.55203673  .00003567  00000-0  74046-3 0  9999,2 00538  67.8051 223.8451 0010621 283.5792  76.4147 14.61165443309787
541,1 00541U 61015GA  25160.53584316  .00000193  00000-0  22438-3 0  9997,2 00541  67.2174 211.1507 0079021 207.6053 152.0821 13.86147255221059
543,1 00543U 61015GC  25160.90211315  .00000118  00000-0  21538-3 0  9993,2 00543  67.0314  92.4034 0061868 110.0548 311.1480 13.69063390186277
544,1 00544U 61015GD  25160.92995810  .00000286  00000-0  45551-3 0  9992,2 00544  66.8750 354.6425 0182520 156.0499 317.4110 13.55964044151137
545,1 00545U 61015GE  25160.94858326  .00000126  00000-0  19997-3 0  9993,2 00545  67.2329  58.2938 0163048 327.4328  31.6766 13.70750879179262
548,1 00548U 61015GH  25160.71742322  .00001545  00000-0  23685-3 0  9994,2 00548  66.6698 275.0940 0095633  39.0869 321.7109 14.73735102348896
549,1 00549U 61015GJ  25160.92420296  .00000089  00000-0  26620-3 0  9995,2 00549  66.6954   8.0838 0216048 200.2489 268.6415 13.36337996113174
552,1 00552U 61015GM  25160.57230955  .00001045  00000-0  74415-3 0  9999,2 00552  67.7358 218.4285 0105928 324.3508  35.0537 13.98336244204585
558,1 00558U 61015GQ  25160.62475404  .00000317  00000-0  92635-3 0  9996,2 00558  65.6981 232.9977 0481942 248.7178 269.6990 12.86402078  1638
559,1 00559U 61015GR  25160.66945959  .00005300  00000-0  96423-3 0  9994,2 00559  66.6013 254.8398 0039982  69.3501 291.1895 14.66382140295025
560,1 00560U 61015GS  25160.84259388  .00001077  00000-0  11666-2 0  9992,2 00560  67.1604  22.8497 0307018 220.4142 137.3751 13.57931215103821
560,1 00560U 61015GS  25160.98989965  .00001095  00000-0  11852-2 0  9995,2 00560  67.1604  22.5140 0307012 220.3043 137.4902 13.57931666103847
561,1 00561U 61015GT  25160.79886774 -.00000223  00000-0 -65096-3 0  9993,2 00561  67.7539 289.6878 0628021 192.7077 334.8958 12.41215022894901
574,1 00574U 63014A   25160.59341337  .00000012  00000-0  44190-2 0  9992,2 00574  87.3323 231.0478 0032105 126.7000 233.6811  8.65275534185559
575,1 00575U 63013B   25160.81496451 -.00000059  00000-0 -57452-3 0  9994,2 00575  42.7817 319.7380 4012973 120.6367   6.5347  6.40267501452131
589,1 00589U 63014D   25160.55689770 -.00000004  00000-0 -33298-2 0  9990,2 00589  87.3321 225.8628 0091486   2.9609 357.1771  8.65625234961575
602,1 00602U 63014E   25160.56018786  .00000028  00000-0  11304-1 0  9997,2 00602  87.3439 224.9760 0030204  54.9848 305.3836  8.67236252965538
608,1 00608U 63014C   25160.62510245 -.00000026  00000-0 -13390-1 0  9994,2 00608  87.3310 228.6342 0049135  30.2087 330.1586  8.65282673961275
622,1 00622U 63030A   25160.59697467  .00000011  00000-0  42606-2 0  9991,2 00622  88.4182 231.7675 0032461  72.7033 287.7364  8.57932172427826
628,1 00628U 63014F   25160.62418691  .00000003  00000-0  00000-0 0  9994,2 00628  87.3222 238.5133 0020204 120.5727 239.7122  8.63371568956800
629,1 00629U 63014G   25160.56593162 -.00000015  00000-0 -83190-2 0  9993,2 00629  87.3333 226.6932 0070676  25.7023 334.7319  8.65565097961952
630,1 00630U 63030C   25160.55497829  .00000020  00000-0  87488-2 0  9993,2 00630  88.4329 223.4133 0047782 262.4513  97.0909  8.59859840942807
631,1 00631U 63030E   25160.18647777  .00000003  00000-0  00000-0 0  9996,2 00631  88.4084 237.7455 0169160  95.0743 266.9437  8.55877960933724
635,1 00635U 63030B   25160.16612019  .00000013  00000-0  54325-2 0  9991,2 00635  88.4156 235.6261 0047104  45.6885 314.7814  8.57947575938459
643,1 00643U 61015GU  25160.43987875  .00001468  00000-0  21693-2 0  9993,2 00643  66.3684 182.6381 0339677 248.1403 108.3201 13.35763703 60193
644,1 00644U 61015GV  25160.89110501  .00000562  00000-0  78102-3 0  9990,2 00644  67.0991  70.2723 0140316  18.4519  58.1853 13.60768385147078
645,1 00645U 61015GW  25160.74605185 -.00000259  00000-0 -40647-3 0  9990,2 00645  66.5875 296.6503 0412568 340.7389 122.6792 13.04679295 31228
648,1 00648U 61015GZ  25160.54043567 -.00000187  00000-0 -13278-3 0  9991,2 00648  65.8722 206.5620 0190734  43.3325  80.3551 13.59166304148323
652,1 00652U 61015HD  25160.91275811  .00001095  00000-0  56627-3 0  9998,2 00652  66.7062 341.0472 0080300 264.4749  94.7180 14.17075132241085
653,1 00653U 61015HE  25160.82061747  .00000567  00000-0  66063-3 0  9998,2 00653  67.4508 303.8126 0163911 275.0737 204.1377 13.69729751166873
655,1 00655U 61015HG  25160.79184348  .00001100  00000-0  24183-2 0  9999,2 00655  67.2583 298.1408 0368112 216.6748 296.6093 13.09229133 38173
657,1 00657U 61015HJ  25160.23701617  .00000169  00000-0  49295-3 0  9990,2 00657  66.2232  93.5506 0342802 217.8404 295.2099 13.11643211 55700
658,1 00658U 61015HK  25160.69754562  .00001063  00000-0  14302-2 0  9992,2 00658  65.8653 283.3024 0348597  27.7600 334.1577 13.41296629  9635
660,1 00660U 61015HM  25160.20713743  .00011853  00000-0  10753-2 0  9992,2 00660  66.5008 197.7261 0011825 104.1965 322.3935 14.95524511329261
669,1 00669U 63038A   25160.93335059  .00000042  00000-0  54876-4 0  9992,2 00669  89.9851 334.8829 0028212 104.2969  12.3376 13.46106159 29623
670,1 00670U 63038B   25160.93783508  .00000076  00000-0  11422-3 0  9996,2 00670  89.9749 333.9835 0042232  22.9083 337.3936 13.44622358 24167
671,1 00671U 63038C   25160.93068480  .00000072  00000-0  10625-3 0  9992,2 00671  89.9760 334.0638 0039402 339.9035  20.0560 13.45160474 25007
694,1 00694U 63047A   25160.73993439  .00002693  00000-0  31941-3 0  9991,2 00694  30.3562 279.3742 0552905 197.4079 160.6844 14.10731889 93033
698,1 00698U 63047D   25160.90688716  .00000589  00000-0  18838-3 0  9995,2 00698  29.9240 125.2611 0531844 270.1091  83.8578 13.73493886 27824
700,1 00700U 63047F   25160.85152591  .00000459  00000-0  15757-3 0  9993,2 00700  30.4790  79.0326 0717987  57.3105 309.4678 13.39951194   719
701,1 00701U 63047G   25160.70254927  .00000491  00000-0  14026-3 0  9998,2 00701  30.0118 290.6883 0508472   2.3276 357.9538 13.82263765 58629
