NORAD_CAT_ID,TLE_LINE1,TLE_LINE2
2766,1  2766U 67040B   25146.61160371 -.00001227  00000-0  00000+0 0  9993,2  2766  34.2308  13.1659 4648716 104.9953 358.8759  0.21273161 45406
2766,1 02766U 67040B   25146.61160371 -.00001227  00000-0  00000-0 0  9994,2 02766  34.2308  13.1659 4648716 104.9953 358.8759  0.21273161  4670
2861,1 02861U 67065A   25146.40640618  .00000000  00000-0 -93247-3 0  9997,2 02861  90.0011 314.2438 0073491 109.5909 251.2879  8.36660708768708
2877,1 02877U 67065C   25146.40639049 -.00000009  00000-0 -69165-2 0  9991,2 02877  90.0012 313.7701 0067636 102.7816 258.0590  8.36609100768635
2889,1  2889U 66005E   25146.07587390  .00000106  00000-0  22631-3 0  9995,2  2889  89.5459 174.7280 0168370 135.3856 280.9861 13.17948498785855
2889,1 02889U 66005E   25146.07587390  .00000106  00000-0  22631-3 0  9995,2 02889  89.5459 174.7280 0168370 135.3856 280.9861 13.17948498785406
2949,1  2949U 63014AS  25146.25126679  .00005189  00000-0  16362+0 0  9994,2  2949  85.5370  71.5613 2166552 179.9236 343.7306  8.83590074278895
2949,1 02949U 63014AS  25146.25126679  .00005189  00000-0  16362+0 0  9994,2 02949  85.5370  71.5613 2166552 179.9236 343.7306  8.83590074361573
2989,1  2989U 66005F   25146.86076629  .00000487  00000-0  30544-3 0  9995,2  2989  89.6678 298.5366 0110216  29.3286 331.4018 14.00162799943335
2989,1 02989U 66005F   25146.86076629  .00000487  00000-0  30544-3 0  9995,2 02989  89.6678 298.5366 0110216  29.3286 331.4018 14.00162799942930
3127,1 03127U 68002D   25146.78107795 -.00000044  00000-0  96993-4 0  9990,2 03127 105.3338 149.6205 0321618 234.7694 310.3523 12.84867919689332
3164,1  3164U 61015HZ  25146.97180007  .00000644  00000-0  45446-3 0  9997,2  3164  66.7477 335.8073 0054230 314.4161  45.2491 14.03605644 34124
3164,1 03164U 61015HZ  25146.97180007  .00000644  00000-0  45446-3 0  9997,2 03164  66.7477 335.8073 0054230 314.4161  45.2491 14.03605644 33594
3173,1 03173U 68026A   25146.96538439  .00000082  00000-0  14335-3 0  9990,2 03173  99.9537 269.5466 3845788 240.5637  75.8366  7.25716532510184
3213,1 03213U 68012C   25146.37226451  .00000384  00000-0  30572-3 0  9999,2 03213  90.2246 104.5388 0053549 100.6644  24.1963 13.88960515556748
3214,1  3214U 68012D   25146.92227236  .00000135  00000-0  25272-3 0  9998,2  3214  89.8323 110.1509 0183913 254.7969 162.7464 13.29157857769706
3214,1 03214U 68012D   25146.92227236  .00000135  00000-0  25272-3 0  9998,2 03214  89.8323 110.1509 0183913 254.7969 162.7464 13.29157857533222
3255,1  3255U 63014BV  25146.59903535  .00000012  00000-0  42376-2 0  9993,2  3255  87.3556 205.7665 0027595 233.3638 126.4679  8.66743488 28074
3255,1 03255U 63014BV  25146.59903535  .00000012  00000-0  42376-2 0  9993,2 03255  87.3556 205.7665 0027595 233.3638 126.4679  8.66743488347922
3267,1 03267U 63014CF  25146.36090372  .00000133  00000-0  89339-4 0  9993,2 03267  88.3880 125.3462 1688254 198.0377 155.2967 11.33873102498495
3288,1 03288U 68050E   25146.29206711 -.00000109  00000-0  00000-0 0  9997,2 03288   6.3029  56.2824 0034085 130.3627  79.7515  1.07479011135083
3509,1  3509U 68091F   25146.67256272  .00136004  00000-0  17408-2 0  9992,2  3509  62.3219 266.4196 0103452  83.4467 277.8416 15.52268772848878
3509,1 03509U 68091F   25146.67256272  .00136004  00000-0  17408-2 0  9992,2 03509  62.3219 266.4196 0103452  83.4467 277.8416 15.52268772849396
3583,1  3583U 68091R   25146.65657557  .00000751  00000-0  11337-2 0  9997,2  3583  62.0816  25.3683 0708558  50.8723 315.3096 12.85415473634908
3583,1 03583U 68091R   25146.65657557  .00000751  00000-0  11337-2 0  9997,2 03583  62.0816  25.3683 0708558  50.8723 315.3096 12.85415473634526
3606,1  3606U 68091Y   25146.99905164  .00000609  00000-0  55132-3 0  9994,2  3606  62.2537 358.3802 0744952 195.5461 162.1489 13.05143542652847
3606,1 03606U 68091Y   25146.99905164  .00000609  00000-0  55132-3 0  9994,2 03606  62.2537 358.3802 0744952 195.5461 162.1489 13.05143542634241
3617,1  3617U 68112C   25146.06082091  .00000020  00000-0  76223-4 0  9995,2  3617  80.1866  16.0090 0045146 268.7380 214.7980 12.63510209602499
3617,1 03617U 68112C   25146.06082091  .00000020  00000-0  76223-4 0  9995,2 03617  80.1866  16.0090 0045146 268.7380 214.7980 12.63510209602129
3686,1  3686U 68097AD  25146.74154623  .00003134  00000-0  27701-2 0  9993,2  3686  62.2600  11.7655 0659447  85.3403 282.2553 13.15801926646474
3686,1 03686U 68097AD  25146.74154623  .00003134  00000-0  27701-2 0  9993,2 03686  62.2600  11.7655 0659447  85.3403 282.2553 13.15801926645877
3744,1  3744U 61015JC  25146.98646817  .00002280  00000-0  15104-2 0  9993,2  3744  66.9772 344.7133 0130134  30.1554 330.6939 13.99153276826849
3744,1 03744U 61015JC  25146.98646817  .00002280  00000-0  15104-2 0  9993,2 03744  66.9772 344.7133 0130134  30.1554 330.6939 13.99153276826456
3745,1  3745U 65020ET  25146.62771247  .00000071  00000-0  10296-2 0  9994,2  3745  56.0198   2.2263 0167058 150.8333 243.7550 12.50950589593350
3745,1 03745U 65020ET  25146.62771247  .00000071  00000-0  10296-2 0  9994,2 03745  56.0198   2.2263 0167058 150.8333 243.7550 12.50950589592618
3755,1  3755U 68091AT  25146.00262837  .00000556  00000-0  75954-3 0  9999,2  3755  62.2469 359.2762 0776037  34.7420 330.1802 12.80798497597569
3755,1 03755U 68091AT  25146.00262837  .00000556  00000-0  75954-3 0  9999,2 03755  62.2469 359.2762 0776037  34.7420 330.1802 12.80798497593846
3758,1  3758U 68091AV  25146.50486077  .00000063  00000-0  17357-3 0  9997,2  3758  62.2644 338.3812 0771289  23.8854 339.5994 12.81713194564498
3784,1  3784U 68097AW  25146.62026117  .00000710  00000-0  54014-3 0  9990,2  3784  62.2484 316.6692 0614201 334.1316  23.0130 13.35052301 37336
3784,1 03784U 68097AW  25146.62026117  .00000710  00000-0  54014-3 0  9990,2 03784  62.2484 316.6692 0614201 334.1316  23.0130 13.35052301 18346
3785,1 03785U 68097AX  25146.01370409  .00000757  00000-0  10745-2 0  9993,2 03785  62.2570 143.6761 0769076 349.5495   9.0250 12.78307124506832
3788,1  3788U 68097BA  25146.13202692  .00000024  00000-0  80337-3 0  9999,2  3788  61.8770 180.9670 0563717 286.6464  97.9703 11.88426620454896
3788,1 03788U 68097BA  25146.13202692  .00000024  00000-0  80337-3 0  9999,2 03788  61.8770 180.9670 0563717 286.6464  97.9703 11.88426620454425
3843,1  3843U 68097BG  25146.93796064  .00001125  00000-0  12214-2 0  9991,2  3843  62.2668 345.4590 0691895  26.6821 336.8088 13.02819660617548
3843,1 03843U 68097BG  25146.93796064  .00001125  00000-0  12214-2 0  9991,2 03843  62.2668 345.4590 0691895  26.6821 336.8088 13.02819660616963
3927,1  3927U 61004F   25146.98926019  .00024467  00000-0  20942-2 0  9996,2  3927  38.9755  77.1868 0193984 175.9772 184.2607 14.83532627 73288
3927,1 03927U 61004F   25146.98926019  .00024467  00000-0  20942-2 0  9996,2 03927  38.9755  77.1868 0193984 175.9772 184.2607 14.83532627 72737
3965,1 03965U 65020EY  25146.64632123  .00000219  00000-0  24232-2 0  9998,2 03965  56.2997 320.5136 0258978 167.9065 270.2066 12.27461026701907
3974,1  3974U 68069E   25146.21452638 -.00000030  00000-0  10109-3 0  9999,2  3974 101.8497 237.8854 0035209 212.6676 204.9394 12.53271770599167
3974,1 03974U 68069E   25146.21452638 -.00000030  00000-0  10109-3 0  9999,2 03974 101.8497 237.8854 0035209 212.6676 204.9394 12.53271770598773
4005,1 04005U 61015JK  25146.52022073  .00000342  00000-0  40130-3 0  9991,2 04005  66.7494 229.3504 0092145 192.6888 188.0055 13.78018890834518
4171,1  4171U 69082AP  25146.92817273  .00000893  00000-0  32049-3 0  9996,2  4171  70.0761 334.6866 0036089 298.1298  61.6184 14.36666637884179
4171,1 04171U 69082AP  25146.92817273  .00000893  00000-0  32049-3 0  9996,2 04171  70.0761 334.6866 0036089 298.1298  61.6184 14.36666637883695
4231,1  4231U 69082CN  25146.81483508  .00001514  00000-0  40651-3 0  9990,2  4231  70.2754 296.9517 0032366 284.9738  74.7815 14.49633686896237
4231,1 04231U 69082CN  25146.81483508  .00001514  00000-0  40651-3 0  9990,2 04231  70.2754 296.9517 0032366 284.9738  74.7815 14.49633686895685
4298,1  4298U 70003B   25146.42282707  .00001775  00000-0  98453-3 0  9995,2  4298  27.9092 273.8124 6513054  67.6101 346.7977  3.25271610551243
4298,1 04298U 70003B   25146.42282707  .00001775  00000-0  98453-3 0  9995,2 04298  27.9092 273.8124 6513054  67.6101 346.7977  3.25271610551186
4499,1 04499U 68069G   25146.02532748 -.00000029  00000-0  87304-4 0  9992,2 04499 101.3701 170.1367 0028534  33.6318 354.3708 12.51287089594834
4628,1  4628U 70091H   25146.88514460  .00011413  00000-0  13582-2 0  9992,2  4628  62.7491 347.9456 0329458 162.1699 199.1270 14.52881901707758
4628,1 04628U 70091H   25146.88514460  .00011413  00000-0  13582-2 0  9992,2 04628  62.7491 347.9456 0329458 162.1699 199.1270 14.52881901707275
4630,1  4630U 70093A   25146.81385882 -.00000137  00000-0  00000+0 0  9994,2  4630  14.5423  43.3313 1368250 261.2094 321.3570  1.20217222239183
4630,1 04630U 70093A   25146.81385882 -.00000137  00000-0  00000-0 0  9995,2 04630  14.5423  43.3313 1368250 261.2094 321.3570  1.20217222239194
4635,1  4635U 70091M   25146.98247023  .00000483  00000-0  21731-3 0  9990,2  4635  62.8185   7.1356 0916195 174.3208 186.9105 13.05106973590962
4635,1 04635U 70091M   25146.98247023  .00000483  00000-0  21731-3 0  9990,2 04635  62.8185   7.1356 0916195 174.3208 186.9105 13.05106973591312
4686,1 04686U 70025BK  25146.80901698  .00000465  00000-0  71432-3 0  9992,2 04686 100.2043 231.0116 0034079 344.0639 143.5177 13.57485180718277
4710,1  4710U 70025BY  25146.95421278  .00000140  00000-0  26916-3 0  9994,2  4710 100.1770 142.8811 0005714  54.9305   0.7323 13.55807985721600
4710,1 04710U 70025BY  25146.95421278  .00000140  00000-0  26916-3 0  9994,2 04710 100.1770 142.8811 0005714  54.9305   0.7323 13.55807985721194
4720,1 04720U 70025CE  25146.33865881  .00000818  00000-0  53314-3 0  9993,2 04720 100.0227  61.6401 0083503 267.9203  91.2396 14.04107652796139
4733,1 04733U 70025CG  25146.81055799  .00004438  00000-0  79573-3 0  9996,2 04733  99.8835  91.3515 0098384   6.5845 353.6619 14.64327153848813
4739,1  4739U 70025CN  25146.79524492  .00001323  00000-0  98557-3 0  9993,2  4739  99.9647 339.0425 0003134  38.1572 338.5388 13.96993282760601
4741,1  4741U 70025CQ  25146.38716252  .00000348  00000-0  20904-2 0  9994,2  4741 100.2568 316.9469 0786491 245.6467 137.7971 11.94598959403481
4741,1 04741U 70025CQ  25146.38716252  .00000348  00000-0  20904-2 0  9994,2 04741 100.2568 316.9469 0786491 245.6467 137.7971 11.94598959403010
4744,1  4744U 70025CT  25146.99505526  .00000026  00000-0  10381-3 0  9996,2  4744 100.1628 164.5788 0017428 111.8869 248.4123 13.56801905723301
4744,1 04744U 70025CT  25146.99505526  .00000026  00000-0  10381-3 0  9996,2 04744 100.1628 164.5788 0017428 111.8869 248.4123 13.56801905722894
4768,1  4768U 70025DN  25146.99333369  .00000302  00000-0  39048-3 0  9994,2  4768 100.2013 164.0972 0028766 276.9479 150.4872 13.71428871745461
4768,1 04768U 70025DN  25146.99333369  .00000302  00000-0  39048-3 0  9994,2 04768 100.2013 164.0972 0028766 276.9479 150.4872 13.71428871744910
4841,1  4841U 68055D   25146.97314306  .00000115  00000-0  22198-3 0  9994,2  4841 120.7402  53.0825 2694311  50.3677 345.0486  9.29146672393003
4841,1 04841U 68055D   25146.97314306  .00000115  00000-0  22198-3 0  9994,2 04841 120.7402  53.0825 2694311  50.3677 345.0486  9.29146672 99545
4882,1  4882U 71006B   25146.74123549 -.00000130  00000-0  11872-2 0  9995,2  4882  28.4230  19.7372 7183815 215.2436  63.6671  2.20733722437852
4882,1 04882U 71006B   25146.74123549 -.00000130  00000-0  11872-2 0  9995,2 04882  28.4230  19.7372 7183815 215.2436  63.6671  2.20733722434668
4942,1 04942U 70091AK  25146.43634595  .00000150  00000-0  16370-3 0  9999,2 04942  63.0918 181.5648 0832199 229.4646 123.0973 12.95607418546964
4971,1  4971U 70025GR  25146.89558697  .00000065  00000-0  33692-3 0  9997,2  4971  99.9006 108.5148 0340479 319.0867 104.1397 12.84557551578529
4971,1 04971U 70025GR  25146.89558697  .00000065  00000-0  33692-3 0  9997,2 04971  99.9006 108.5148 0340479 319.0867 104.1397 12.84557551578080
4980,1  4980U 70025HA  25146.55984228  .00000300  00000-0  44508-3 0  9993,2  4980  99.3045 351.5647 0009650  60.9130   5.7325 13.61839278728033
4980,1 04980U 70025HA  25146.55984228  .00000300  00000-0  44508-3 0  9993,2 04980  99.3045 351.5647 0009650  60.9130   5.7325 13.61839278727593
5076,1  5076U 70089AP  25146.95534050  .00000592  00000-0  26861-3 0  9993,2  5076  62.7951 344.1871 1001283 163.4030 200.2427 12.87006400546000
5076,1 05076U 70089AP  25146.95534050  .00000592  00000-0  26861-3 0  9993,2 05076  62.7951 344.1871 1001283 163.4030 200.2427 12.87006400545975
5144,1  5144U 71015AG  25146.85068286  .00006103  00000-0  12441-2 0  9993,2  5144  65.7092 317.4813 0479151 219.9785 136.5094 14.08150346644093
5144,1 05144U 71015AG  25146.85068286  .00006103  00000-0  12441-2 0  9993,2 05144  65.7092 317.4813 0479151 219.9785 136.5094 14.08150346643799
5146,1 05146U 70025JQ  25146.51048468  .00000097  00000-0  18489-3 0  9993,2 05146 100.0800 353.9704 0042284 266.7596 156.4656 13.62643487736642
5203,1  5203U 70025KE  25146.93705663  .00000566  00000-0  13922-2 0  9997,2  5203  99.8578 200.4028 0218211 261.1226 280.7631 13.17294748632575
5203,1 05203U 70025KE  25146.93705663  .00000566  00000-0  13922-2 0  9997,2 05203  99.8578 200.4028 0218211 261.1226 280.7631 13.17294748632148
5426,1 05426U 71069C   25146.82988882  .00002721  00000-0  33066-3 0  9994,2 05426  49.5306 359.3314 0060455 277.2031  82.2031 14.85255162830181
5447,1  5447U 70067D   25146.27516844  .00000052  00000-0  71536-4 0  9998,2  5447  89.9520 244.3438 0310441 121.0597 296.5775 13.24925642637028
5447,1 05447U 70067D   25146.27516844  .00000052  00000-0  71536-4 0  9998,2 05447  89.9520 244.3438 0310441 121.0597 296.5775 13.24925642637028
5515,1  5515U 65108M   25146.11840301 -.00000018  00000-0  00000+0 0  9991,2  5515  27.7608  76.8832 6604990 106.6475   2.1952  2.65875001208985
5515,1 05515U 65108M   25146.11840301 -.00000018  00000-0  00000-0 0  9992,2 05515  27.7608  76.8832 6604990 106.6475   2.1952  2.65875001112642
5635,1 05635U 69082JF  25146.71544103  .00002523  00000-0  74383-3 0  9997,2 05635  69.9407   8.1773 0003836 261.4293  98.6404 14.44706811812614
5736,1 05736U 70025MH  25146.85643021  .00000094  00000-0  34125-3 0  9993,2 05736 101.3941 104.6708 0229625   6.7841  49.1980 13.14590578642309
